id_entrega,id_orden,id_conductor,fecha_entrega,estado_entrega,firma_cliente,evidencia,observaciones
56e5dd39-d307-4e70-8d4a-69d87bfe77f0,c22c541e-35ec-4380-8182-633292a90e3a,e8686ff5-d205-474e-9638-41a1d4897ffa,2024-03-20 07:44:17,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/t%7B5%7Dx%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/d%7B5%7Db%7B5%7D,Dirección incorrecta
dad55307-ae65-4316-afd6-d87c1292c2ba,f4a67ee3-f573-4d28-af12-25d2a4f84365,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2023-11-22 05:57:51,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/e%7B5%7Df%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/0%7B5%7Dt%7B5%7D,Paquete dañado
cd2d2c17-f5cb-4296-a23f-9cbf11a0cdad,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,70947b21-f111-4041-9e6b-c53d86aade30,2025-07-01 02:21:30,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/7%7B5%7D1%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/j%7B5%7D1%7B5%7D,Entrega parcial
b0807530-88a9-40bb-9d65-6563f8731242,ca2d797a-c281-46c7-89e9-a080f16c53b2,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2024-07-07 16:18:27,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/k%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/m%7B5%7Ds%7B5%7D,Entrega exitosa
4da678c0-44ee-4b5c-b4db-2fc611ed3887,c22c541e-35ec-4380-8182-633292a90e3a,1a972098-4372-4c58-a773-3cc4df8600e6,2025-07-22 14:21:32,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/k%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/9%7B5%7Db%7B5%7D,Producto con daño visible en empaque
98e4228f-a05e-4778-a759-cef7a41b8067,c22c541e-35ec-4380-8182-633292a90e3a,6b7569d0-866f-457a-a5dc-25f2e66b0836,2024-01-26 18:49:48,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/b%7B5%7Dq%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/6%7B5%7Dj%7B5%7D,Rechazo por calidad
fe0a8c6f-7a9c-41f2-88ea-2433135a3ec4,c22c541e-35ec-4380-8182-633292a90e3a,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2023-06-29 07:38:30,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/3%7B5%7Dd%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/m%7B5%7Db%7B5%7D,Producto avícola con temperatura elevada
a9790c15-6929-483a-9636-bba287d3ffb2,486d96bf-f37c-4517-bc91-173cbae24b76,d72e624e-f629-4533-96ef-d8b226c28cff,2023-08-08 01:45:35,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/m%7B5%7Df%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/3%7B5%7Dh%7B5%7D,Dirección incorrecta
cfe45946-1b99-413b-8c5f-049be9a35137,867f7cb6-d67c-41f9-984e-85bca40f4f96,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2025-07-09 08:24:25,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/k%7B5%7Dd%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/q%7B5%7D1%7B5%7D,Dirección incorrecta
d1bb6da8-6c89-49dd-a642-a27ef7238f05,41ceea18-fa82-43ab-bc82-7e4a54ea4f93,70b16fb7-e8bd-48c1-a285-0be2d1d2cc3e,2024-09-21 09:44:55,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/l%7B5%7Db%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/m%7B5%7Dv%7B5%7D,Cliente no se presentó
e0d8397b-7a6e-4cc1-b8b5-bbe744b3430d,867f7cb6-d67c-41f9-984e-85bca40f4f96,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2024-12-03 07:18:59,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/j%7B5%7Da%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/i%7B5%7D7%7B5%7D,Producto avícola con temperatura elevada
d44c3b44-e96f-488c-ae37-60c0b6d00f22,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,9e6f1070-fc9f-4feb-9519-d02da0c7cabd,2023-10-28 12:57:40,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/o%7B5%7D3%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/a%7B5%7Dt%7B5%7D,Horario no conveniente para el cliente
93a2e796-fadb-4e36-9901-d566fbba34cb,c22c541e-35ec-4380-8182-633292a90e3a,8cd7e276-e94d-4632-855a-99f77a69e8b3,2025-01-21 08:23:09,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/e%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/s%7B5%7D4%7B5%7D,Producto con daño visible en empaque
aec0adc9-3f40-4822-bb64-cd636f8aa34e,ca2d797a-c281-46c7-89e9-a080f16c53b2,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2023-12-05 11:35:33,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/d%7B5%7Do%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/9%7B5%7Dy%7B5%7D,Horario no conveniente para el cliente
c8e96dc7-0de4-4281-bb85-d3655aab7b13,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,365b7153-13c0-497a-9023-b8f0f9519ef9,2023-12-10 00:58:55,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/r%7B5%7Di%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/7%7B5%7Dl%7B5%7D,Cliente no se presentó
df27589a-26a6-462c-9042-bd84a9c583e6,ca2d797a-c281-46c7-89e9-a080f16c53b2,9e6f1070-fc9f-4feb-9519-d02da0c7cabd,2023-05-25 17:38:01,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/7%7B5%7Dq%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/t%7B5%7D0%7B5%7D,Paquete dañado
27d3a551-e97c-48ef-8697-fd3c85538771,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2025-12-20 02:34:51,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/d%7B5%7D4%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/r%7B5%7Dt%7B5%7D,Dirección incorrecta
0017facc-8d9e-4a06-a5a0-53a5c72f04dc,67d6e8e0-6879-4798-9c0a-601d0424ea03,70b16fb7-e8bd-48c1-a285-0be2d1d2cc3e,2025-01-10 21:40:17,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/o%7B5%7D6%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/k%7B5%7D9%7B5%7D,Producto con daño visible en empaque
6c363e07-b33f-4121-865c-31f2c124d95c,c22c541e-35ec-4380-8182-633292a90e3a,1a972098-4372-4c58-a773-3cc4df8600e6,2024-08-18 16:36:08,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/e%7B5%7Db%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/w%7B5%7Dm%7B5%7D,Paquete dañado
e6eb2fb0-e00c-4fab-8555-3e5a2b520015,8e3fb3a6-7381-4b22-a0c0-cdceb17d2d0d,6b7569d0-866f-457a-a5dc-25f2e66b0836,2025-04-24 02:03:18,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/v%7B5%7Dv%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/w%7B5%7Dy%7B5%7D,Cliente no se presentó
e9ecaa89-004a-4a06-958e-401fb6637694,486d96bf-f37c-4517-bc91-173cbae24b76,1a972098-4372-4c58-a773-3cc4df8600e6,2024-11-04 21:51:26,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/6%7B5%7Dj%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/j%7B5%7Do%7B5%7D,Paquete dañado
42640086-142e-4c39-96ba-ae58ba03c6e5,f4a67ee3-f573-4d28-af12-25d2a4f84365,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2024-01-05 11:59:41,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/j%7B5%7Dc%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/r%7B5%7Da%7B5%7D,Dirección incorrecta
e068ef11-b9be-42e1-9577-c58d80c585ae,ca2d797a-c281-46c7-89e9-a080f16c53b2,8cd7e276-e94d-4632-855a-99f77a69e8b3,2024-11-29 23:01:13,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/k%7B5%7Db%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/c%7B5%7D8%7B5%7D,Cliente no se presentó
306bcd1c-7929-46a6-bddc-79deb2a46bb7,41ceea18-fa82-43ab-bc82-7e4a54ea4f93,70947b21-f111-4041-9e6b-c53d86aade30,2025-03-05 05:26:12,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/6%7B5%7Dk%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/7%7B5%7Dt%7B5%7D,Producto con daño visible en empaque
d514a2b0-da47-49b8-a036-190ab47dd272,867f7cb6-d67c-41f9-984e-85bca40f4f96,6b7569d0-866f-457a-a5dc-25f2e66b0836,2024-02-15 22:24:47,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/a%7B5%7Da%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/9%7B5%7Dj%7B5%7D,Entrega exitosa
b1d01633-34fd-4625-8326-73805867018d,8e3fb3a6-7381-4b22-a0c0-cdceb17d2d0d,6b7569d0-866f-457a-a5dc-25f2e66b0836,2023-10-01 14:35:53,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/5%7B5%7Ds%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/7%7B5%7D7%7B5%7D,Rechazo por calidad
dcf9f854-aa0f-4bf2-aaa7-cb0ffe948185,867f7cb6-d67c-41f9-984e-85bca40f4f96,8cd7e276-e94d-4632-855a-99f77a69e8b3,2024-09-25 17:06:50,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/u%7B5%7Dh%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/o%7B5%7Dz%7B5%7D,Paquete dañado
93da93a7-c47a-4fc4-8a1a-65dae3b779c2,8e3fb3a6-7381-4b22-a0c0-cdceb17d2d0d,70b16fb7-e8bd-48c1-a285-0be2d1d2cc3e,2023-07-19 08:22:00,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/s%7B5%7Ds%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/a%7B5%7Dv%7B5%7D,Cliente no se presentó
4fefd4b4-b016-4d97-bc59-f409c5939890,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,365b7153-13c0-497a-9023-b8f0f9519ef9,2023-01-21 02:17:38,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/8%7B5%7Dh%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/v%7B5%7Df%7B5%7D,Producto con daño visible en empaque
fad1341c-70ea-43f1-be6d-df127f10b5f7,c22c541e-35ec-4380-8182-633292a90e3a,8cd7e276-e94d-4632-855a-99f77a69e8b3,2024-03-04 17:47:12,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/c%7B5%7Dm%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/4%7B5%7D8%7B5%7D,Producto avícola con temperatura elevada
1313d3aa-f3a9-4824-a01a-5be31228319e,67d6e8e0-6879-4798-9c0a-601d0424ea03,e8686ff5-d205-474e-9638-41a1d4897ffa,2023-01-14 06:21:50,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/k%7B5%7Df%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/n%7B5%7Df%7B5%7D,Horario no conveniente para el cliente
a499b835-4531-46ad-90c6-b9924e05250e,486d96bf-f37c-4517-bc91-173cbae24b76,70947b21-f111-4041-9e6b-c53d86aade30,2024-05-27 04:43:44,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/f%7B5%7Dy%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/s%7B5%7Df%7B5%7D,Cliente no estaba en la dirección
1626b089-6240-4eb0-8ec6-5fe1932ef903,41ceea18-fa82-43ab-bc82-7e4a54ea4f93,d72e624e-f629-4533-96ef-d8b226c28cff,2025-04-30 22:58:17,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/p%7B5%7Dj%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/5%7B5%7D7%7B5%7D,Cliente no estaba en la dirección
da10d171-97c4-4aff-9253-20b43d20963d,486d96bf-f37c-4517-bc91-173cbae24b76,8cd7e276-e94d-4632-855a-99f77a69e8b3,2023-12-25 20:38:25,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/l%7B5%7Dx%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/o%7B5%7Dg%7B5%7D,Rechazo por calidad
c1ea027c-e74e-4ad9-919e-0152395da1f1,ca2d797a-c281-46c7-89e9-a080f16c53b2,d72e624e-f629-4533-96ef-d8b226c28cff,2025-03-16 04:18:39,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/j%7B5%7Dw%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/6%7B5%7Dl%7B5%7D,Cliente no estaba en la dirección
f67ec6f8-8204-424c-beeb-cb00019e42d7,41ceea18-fa82-43ab-bc82-7e4a54ea4f93,e8686ff5-d205-474e-9638-41a1d4897ffa,2024-12-22 02:37:35,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/j%7B5%7Ds%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/7%7B5%7Dc%7B5%7D,Paquete dañado
6e09a8a2-1168-469f-8630-4eb0b7eca8eb,41ceea18-fa82-43ab-bc82-7e4a54ea4f93,70947b21-f111-4041-9e6b-c53d86aade30,2024-07-01 15:27:37,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/7%7B5%7Dn%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/2%7B5%7Da%7B5%7D,Producto avícola con temperatura elevada
9ca55195-a733-421a-8ec9-86d6ab6a4b66,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,fb7f6b95-edf9-4814-9400-cb894e8a97bc,2024-10-26 03:48:25,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/b%7B5%7Dv%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/u%7B5%7Dz%7B5%7D,Entrega parcial
9dfcec99-308a-48c2-95be-62e1e035a61b,8e3fb3a6-7381-4b22-a0c0-cdceb17d2d0d,1a972098-4372-4c58-a773-3cc4df8600e6,2024-06-19 13:12:04,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/l%7B5%7Ds%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/4%7B5%7De%7B5%7D,Horario no conveniente para el cliente
21e06f9c-dd9d-4949-8f4a-840a9921c273,67d6e8e0-6879-4798-9c0a-601d0424ea03,6b7569d0-866f-457a-a5dc-25f2e66b0836,2025-04-02 01:12:02,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/h%7B5%7Da%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/m%7B5%7Dz%7B5%7D,Rechazo por calidad
b905bd0b-1727-4f27-84fa-2fd8d238a5c6,f4a67ee3-f573-4d28-af12-25d2a4f84365,e8686ff5-d205-474e-9638-41a1d4897ffa,2023-02-08 02:15:50,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/1%7B5%7D3%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/t%7B5%7D2%7B5%7D,Cliente no se presentó
46cdb53d-bd78-45ab-9810-50d0548f0873,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,70947b21-f111-4041-9e6b-c53d86aade30,2023-07-05 20:26:56,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/k%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/d%7B5%7Do%7B5%7D,Rechazo por calidad
0899ebe3-ad3a-4a4e-b386-20354adc9dd1,ca2d797a-c281-46c7-89e9-a080f16c53b2,e8686ff5-d205-474e-9638-41a1d4897ffa,2024-01-20 12:57:32,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/g%7B5%7Dy%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/f%7B5%7Du%7B5%7D,Producto avícola con temperatura elevada
109af5ce-5d03-4d7a-a938-765c4a0bce24,f4a67ee3-f573-4d28-af12-25d2a4f84365,d72e624e-f629-4533-96ef-d8b226c28cff,2023-02-21 13:30:04,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/o%7B5%7De%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/2%7B5%7D5%7B5%7D,Producto con daño visible en empaque
a61f1924-307f-4d20-8195-c3191e481a73,c22c541e-35ec-4380-8182-633292a90e3a,1a972098-4372-4c58-a773-3cc4df8600e6,2024-12-14 17:33:58,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/0%7B5%7Dd%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/c%7B5%7D3%7B5%7D,Producto avícola con temperatura elevada
d544b22a-c1dc-4d0f-9e05-d5939ea8f60c,f4a67ee3-f573-4d28-af12-25d2a4f84365,365b7153-13c0-497a-9023-b8f0f9519ef9,2025-09-18 22:16:19,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/5%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/r%7B5%7D1%7B5%7D,Cliente no estaba en la dirección
8ceb5cec-ae05-4aa7-8422-f9a63f1ef952,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,9e6f1070-fc9f-4feb-9519-d02da0c7cabd,2024-03-20 20:42:45,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/f%7B5%7Dd%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/z%7B5%7Dr%7B5%7D,Horario no conveniente para el cliente
207b6c51-2a51-4a25-9b1d-ca98254d9375,64ba97b5-4829-487f-b8cc-a8243dd3960b,8cd7e276-e94d-4632-855a-99f77a69e8b3,2024-06-27 04:55:34,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/7%7B5%7Dj%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/n%7B5%7Di%7B5%7D,Cliente no se presentó
3bdcd8eb-7932-46ee-8c23-f6d6ade42820,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,6b7569d0-866f-457a-a5dc-25f2e66b0836,2023-02-06 14:42:37,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/0%7B5%7Dq%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/p%7B5%7D4%7B5%7D,Cliente no estaba en la dirección
dc7b06a7-109b-4369-b861-b719472a224a,486d96bf-f37c-4517-bc91-173cbae24b76,70947b21-f111-4041-9e6b-c53d86aade30,2025-04-30 16:24:12,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/v%7B5%7Dw%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/o%7B5%7Dv%7B5%7D,Entrega parcial
9e738a0d-d7e5-4b5e-a1cd-d5503c2e6911,f4a67ee3-f573-4d28-af12-25d2a4f84365,1a972098-4372-4c58-a773-3cc4df8600e6,2023-09-30 08:26:34,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/z%7B5%7Dn%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/2%7B5%7Db%7B5%7D,Entrega exitosa
2c4c2d83-aedb-4b93-b47d-61d5364738dc,3f1b0b49-b927-4cd1-86f6-77949b01b1ae,9e6f1070-fc9f-4feb-9519-d02da0c7cabd,2023-08-05 07:14:00,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/w%7B5%7Da%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/a%7B5%7Dq%7B5%7D,Paquete dañado
494c9a91-9bb1-4121-875d-8da799a6bc1e,67d6e8e0-6879-4798-9c0a-601d0424ea03,9e6f1070-fc9f-4feb-9519-d02da0c7cabd,2025-07-28 22:07:58,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/w%7B5%7Do%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/f%7B5%7Df%7B5%7D,Producto avícola con temperatura elevada
49cbd1ad-ff9a-4364-b882-e686b0d9f085,ca2d797a-c281-46c7-89e9-a080f16c53b2,9e6f1070-fc9f-4feb-9519-d02da0c7cabd,2024-08-11 20:35:40,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/n%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/u%7B5%7Dq%7B5%7D,Producto avícola con temperatura elevada
3c934ddb-cc8a-4469-b793-5435e8952763,c22c541e-35ec-4380-8182-633292a90e3a,9e6f1070-fc9f-4feb-9519-d02da0c7cabd,2023-02-03 04:31:19,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/s%7B5%7Dq%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/k%7B5%7D6%7B5%7D,Dirección incorrecta
f6c38c36-4d14-409a-92ac-8d93e0580c35,ca2d797a-c281-46c7-89e9-a080f16c53b2,365b7153-13c0-497a-9023-b8f0f9519ef9,2024-10-03 08:12:03,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/z%7B5%7Dx%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/z%7B5%7Dh%7B5%7D,Entrega exitosa
b37e535b-e1ce-42e7-a3c9-1633cdbdc60d,f4a67ee3-f573-4d28-af12-25d2a4f84365,d72e624e-f629-4533-96ef-d8b226c28cff,2024-02-11 10:09:33,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/q%7B5%7Ds%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/x%7B5%7Di%7B5%7D,Rechazo por calidad
ece1c635-df55-47ff-bfd4-b932c691aec2,486d96bf-f37c-4517-bc91-173cbae24b76,1a972098-4372-4c58-a773-3cc4df8600e6,2023-07-26 14:07:42,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/q%7B5%7D6%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/1%7B5%7Dh%7B5%7D,Producto con daño visible en empaque
5fe1fcf0-5d01-43e8-a47e-0b30a281c18f,486d96bf-f37c-4517-bc91-173cbae24b76,e8686ff5-d205-474e-9638-41a1d4897ffa,2025-11-18 06:46:20,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/z%7B5%7Dp%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/3%7B5%7D6%7B5%7D,Horario no conveniente para el cliente
