id_asignacion_transporte,id_vehiculo,id_conductor,id_plan_entrega,id_usuario,estado_asignacion,fecha_inicio_estimada,fecha_fin_estimada,observaciones,fecha_creacion,fecha_actualizacion
c80f4b5a-f968-43b2-a794-0724d32e5a64,7b6af90c-01bc-4384-91a0-9d3b0005c8cd,6ebf592a-ae9e-4836-9d74-b043a34fd064,344ce7bf-d73e-46c7-ab81-df7f75a4f432,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,en_proceso,2024-04-17 12:00:00,2024-04-17 14:00:00,Entrega en curso,2024-04-17 12:00:00,2024-04-17 12:00:00
e9c7ec7b-0075-4d02-aad3-294439a047ca,332f6469-f0b1-4b82-a41d-96624a9af47e,b959786f-2c05-4f83-92c8-804e86045946,c9a8a449-4ece-4f2e-9923-5e3d103eb027,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,completada,2024-04-15 00:00:00,2024-04-15 02:00:00,Entrega en curso,2024-04-15 00:00:00,2024-04-15 00:00:00
775dcc4f-7380-4718-a95d-51ee252ad5b2,79262687-c555-45ed-a399-c8d43200b67c,5d503e82-1687-46ab-aa09-778a4ea3d74d,c0bf367c-4a1f-4b3a-b4d8-50b735a02e94,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,completada,2024-04-16 09:00:00,2024-04-16 11:00:00,Entrega en curso,2024-04-16 09:00:00,2024-04-16 09:00:00
dfecb0ff-9ec0-45aa-8d37-201a5c578753,a26cf20b-25ce-48e5-ae59-ebffdb538a2e,9c57b413-00e4-4d0b-a138-170098cd9f68,3c654988-aeb9-4ddb-a8eb-f28fc28a7da6,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,pendiente,2024-04-15 04:00:00,2024-04-15 06:00:00,Entrega programada para la mañana,2024-04-15 04:00:00,2024-04-15 04:00:00
dd7cd34b-2850-4bf4-b6b9-e30cafc838c5,d1f9c5c6-6894-4f7a-8ec3-b0db4213f457,84e90d16-ec7f-4077-8da9-9751a4201984,3edd3719-4569-4f82-8d38-2d38292357c9,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,pendiente,2024-04-20 16:00:00,2024-04-20 18:00:00,Entrega programada para la tarde,2024-04-20 16:00:00,2024-04-20 16:00:00
11784f1e-f8e6-4d08-b4fa-d7ec3be9a86c,d53c1c98-7630-47ae-9c96-2106403911b4,e6413add-472a-40d5-90ab-6d86545e40f1,b226010f-81a2-4c78-b2c1-915390bf1d5b,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,completada,2024-04-18 13:00:00,2024-04-18 15:00:00,Entrega en curso,2024-04-18 13:00:00,2024-04-18 13:00:00
d7f2f3fa-b2d4-4d0f-92b7-5add72833b53,d7dc84fd-8040-4fef-90d7-cd4b947a2397,57bd0644-f74b-4a7d-947d-1ed6734ce1c4,1080083f-976a-4b81-b31b-aebfb96a9e31,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,en_proceso,2024-04-19 15:00:00,2024-04-19 17:00:00,Entrega programada para la tarde,2024-04-19 15:00:00,2024-04-19 15:00:00
90702ed1-1624-4df7-87e0-8581f307b849,bba1b573-77d1-426c-8f01-f2e58561d3f1,9e60a18a-2247-4283-80a2-dfa2f197b044,884a7225-a74c-4ec5-962f-d279ed29601e,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,en_proceso,2024-04-14 08:00:00,2024-04-14 10:00:00,Entrega completada exitosamente,2024-04-14 08:00:00,2024-04-14 08:00:00
097839f3-47a8-40be-b730-46e9b045080a,c51bca30-d49b-4df9-b291-3ea962cdeda1,62752973-fe00-47da-a53f-8bcec7d57a1b,8ab93e77-001a-4c44-924a-85f4280e5b32,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,completada,2024-04-14 22:00:00,2024-04-15 00:00:00,Entrega programada para la mañana,2024-04-14 22:00:00,2024-04-14 22:00:00
ee70d0d5-0f74-4100-9392-53b87e481f1a,e871c035-163c-4e21-b93b-3d2c0b94f21c,be8d2589-f4e1-4883-83e6-21c44ac3ed63,75514f5a-06d4-418e-a3d4-3662f439cb7b,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,en_proceso,2024-04-14 05:00:00,2024-04-14 07:00:00,Entrega programada para madrugada,2024-04-14 05:00:00,2024-04-14 05:00:00
aff6c857-4314-408d-aade-43919b186543,7ef291fa-d6c7-4d46-9df1-359796eaccca,ec51d231-bbad-48d7-b42f-54242217e44c,5957f2f2-ac8f-4d5d-851e-a8a740dca56a,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,en_proceso,2024-04-19 19:00:00,2024-04-19 21:00:00,Entrega programada para la mañana,2024-04-19 19:00:00,2024-04-19 19:00:00
d13b0ca4-61c7-46aa-a213-a84b39a73269,e7b9942c-367c-44df-b6cc-75818801ac6f,528ac05a-32fb-4968-b009-a37731a71e95,4d4b32fa-1a54-4910-a721-439267bab4f5,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,pendiente,2024-04-21 22:00:00,2024-04-22 00:00:00,Entrega programada para madrugada,2024-04-21 22:00:00,2024-04-21 22:00:00
a10d6134-32d7-4234-8b29-0c29b4dc548a,d94df120-9342-42e4-a1ef-2347cf252696,6f8c1d5a-368d-4e42-9427-af2fd4587290,441fd8f3-cc25-46ef-aefa-2ae56be2fd9c,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,en_proceso,2024-04-13 10:00:00,2024-04-13 12:00:00,Entrega completada exitosamente,2024-04-13 10:00:00,2024-04-13 10:00:00
e7e481ec-ca25-48a2-b747-5acee0f35626,ea5b6cac-3669-4734-a953-d24e38c13dc3,35a636a9-3363-468d-b591-cae75b09f17a,39ce3849-2062-46dc-a32d-541c3aa18df2,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,en_proceso,2024-04-15 09:00:00,2024-04-15 11:00:00,Entrega completada exitosamente,2024-04-15 09:00:00,2024-04-15 09:00:00
529630a3-c7b1-4116-b6e3-9f20bfaf1326,61f5659b-b345-4077-9d27-850d9570c925,706b07c5-b22c-4656-9471-1c4199103ec6,d56007e3-8d87-448f-b7ee-a9b13dfcb555,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,completada,2024-04-14 16:00:00,2024-04-14 18:00:00,Entrega en curso,2024-04-14 16:00:00,2024-04-14 16:00:00
094dd29c-195e-4f66-a3bb-79f894be736c,ae83e664-830e-44f3-aec4-767447809c28,efe0da2b-a0cf-42f7-844d-2655ed5046d2,636ae7ca-3446-440b-a924-38876fa2e22f,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,en_proceso,2024-04-20 03:00:00,2024-04-20 05:00:00,Entrega programada para madrugada,2024-04-20 03:00:00,2024-04-20 03:00:00
03576f4c-f22b-400b-bbd0-de57ba607199,9f9d0e03-ffa4-434e-b058-3f35cc3e6e66,1631649d-6fe4-4d73-9dc4-3ffd997ee06d,1da27fc9-3313-489c-8a1b-66e38a4fe802,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,completada,2024-04-18 20:00:00,2024-04-18 22:00:00,Entrega completada exitosamente,2024-04-18 20:00:00,2024-04-18 20:00:00
3360ffb8-d286-4ddb-bcf9-f8bd273eba3a,b9278ea7-c11a-4a2b-a469-0c9c27e3d943,74a9179e-802c-4cf4-bcc2-0e83b182062a,7a0047c1-c3f9-499a-9d39-e0d6c45fd594,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,en_proceso,2024-04-21 17:00:00,2024-04-21 19:00:00,Entrega programada para madrugada,2024-04-21 17:00:00,2024-04-21 17:00:00
0f153554-e274-44de-aa40-012157433f09,334a033e-abbd-45b6-93e2-c9ac36297bd6,77afafd2-1410-4488-a892-39eadcdcc2ce,b9cd87bd-fc41-46a1-8bbd-31093032fdbd,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,en_proceso,2024-04-22 01:00:00,2024-04-22 03:00:00,Entrega programada para la mañana,2024-04-22 01:00:00,2024-04-22 01:00:00
1d6a0c7a-4d24-4f43-9952-7b9ff3dccff0,59caad4c-f2a0-46a5-ae32-59d796adbec6,98c905e3-2549-444d-be6b-28c1dc9c1e81,8c51ba7e-b674-4bfc-a5fe-a86bc0358e27,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,completada,2024-04-14 04:00:00,2024-04-14 06:00:00,Entrega programada para la mañana,2024-04-14 04:00:00,2024-04-14 04:00:00
c2e6c1b5-297f-4164-9e2a-b325e00f5687,cb257405-f8a9-48ca-97e2-aea010bb7683,9b6d72b2-2a1d-4501-afd1-be81fac41ff5,5dd2b645-4c69-4871-b7e9-5c190ffe3b67,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,pendiente,2024-04-20 07:00:00,2024-04-20 09:00:00,Entrega en curso,2024-04-20 07:00:00,2024-04-20 07:00:00
9fb321da-8078-4f90-8661-a41ba776b603,41d3b7ea-3714-4573-9097-22f129e6a680,7f1c64ae-9220-4bd8-8a48-4e63016f26be,215abe43-fa8f-4f55-ad56-15a814e701d1,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,en_proceso,2024-04-21 17:00:00,2024-04-21 19:00:00,Entrega programada para la tarde,2024-04-21 17:00:00,2024-04-21 17:00:00
d21e259c-0f5d-412f-b082-150e646470ee,93d11dfa-5eb9-4de6-bf68-5fbbe60259bb,7fd923f4-4b89-4844-9bc4-c5dbae481dbe,44bcf44b-384a-4e92-b87f-0c0caf123ba5,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,pendiente,2024-04-14 07:00:00,2024-04-14 09:00:00,Entrega programada para la tarde,2024-04-14 07:00:00,2024-04-14 07:00:00
31ad33fe-7fb4-4966-a142-a15fa1abfa21,8d3af303-fb1b-463c-a3fe-0fb363e65bcd,6352a920-907c-4879-8334-990fb2d40c51,cecbc34e-5d2d-4118-8854-660404df79c0,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,completada,2024-04-20 05:00:00,2024-04-20 07:00:00,Entrega programada para la tarde,2024-04-20 05:00:00,2024-04-20 05:00:00
d8507c11-9151-42cc-9547-bc9ca7bc7cb5,0fb72286-59b8-4196-964c-6181d5c5d035,e406ecb4-725d-4091-8816-2045b79344a6,fc80faf8-42ba-4b0a-a1a5-1aa07b4319dd,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,pendiente,2024-04-18 18:00:00,2024-04-18 20:00:00,Entrega en curso,2024-04-18 18:00:00,2024-04-18 18:00:00
97f9b28d-ed9c-4bea-ba52-4e7cebb51cb5,3c612902-5652-4d9c-96cc-48e227214e24,7facbd4b-b11c-4ab0-ad2a-075eb69ddeda,972d0db2-768a-483d-99e6-a072209bd31c,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,completada,2024-04-14 01:00:00,2024-04-14 03:00:00,Entrega programada para la mañana,2024-04-14 01:00:00,2024-04-14 01:00:00
805a3bd6-f5ca-4a65-b1e5-f75272093412,77a1ee40-1ade-4c69-ba51-b44727b68e62,7f341852-69ba-4ef2-a646-0a19ec6eb137,296f11d1-66c6-40db-ba04-11c8acb7bd14,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,pendiente,2024-04-15 06:00:00,2024-04-15 08:00:00,Entrega en curso,2024-04-15 06:00:00,2024-04-15 06:00:00
22094c21-f3e5-4d67-be4b-055803fc33d0,e08fa45a-61e1-4e61-b7e4-2affbcec34b2,b5bd881b-4e95-4a43-8b23-de3a981a0d63,74ca58a5-7e79-40ee-b672-fdbbdd7b26ae,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,pendiente,2024-04-16 18:00:00,2024-04-16 20:00:00,Entrega programada para madrugada,2024-04-16 18:00:00,2024-04-16 18:00:00
66290506-6632-4dfd-8988-49c268ee7d1b,9f83a71e-7ac6-4118-8ba1-01eea5cecac3,ab6263f2-dd30-450c-8ff4-ffcd107394f9,36b1ce09-e139-4c6d-9cf6-c560078b4d8e,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,pendiente,2024-04-17 22:00:00,2024-04-18 00:00:00,Entrega programada para la mañana,2024-04-17 22:00:00,2024-04-17 22:00:00
1ff0f682-d901-4567-8da5-cef1b4467acc,5c01a2fb-574d-41e0-94ad-ceefbc322470,30ed1567-42aa-4feb-9727-82c2134c7ca3,a9f39066-c94d-4a65-94e3-a08931e0332a,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,pendiente,2024-04-13 08:00:00,2024-04-13 10:00:00,Entrega completada exitosamente,2024-04-13 08:00:00,2024-04-13 08:00:00
9fc3f80a-6db9-439d-a480-3dbfe31b9c66,4ba4f04a-6e8a-4e50-be57-3277fe1f3c8b,e8bfa00e-53ce-4987-a0da-39026216b566,39aa3f91-1bcf-4b71-b96c-627c103401cc,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,en_proceso,2024-04-20 20:00:00,2024-04-20 22:00:00,Entrega programada para madrugada,2024-04-20 20:00:00,2024-04-20 20:00:00
4e5d41f9-c30c-465d-bcda-0b93b3ed3c23,9cd7c876-d3a8-48be-a1c9-89327aa8cced,ac1d67e7-4701-41ef-81b8-66c80e3590e5,53a1f50c-3230-4032-afc5-afcf3aeade04,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,en_proceso,2024-04-13 15:00:00,2024-04-13 17:00:00,Entrega programada para la mañana,2024-04-13 15:00:00,2024-04-13 15:00:00
3150bbca-70c1-4038-a821-4a7fca314e00,b4aaf85e-201e-4982-a7ef-ad66cef49321,092d11ab-4ecb-4bd3-ad45-c09cb05a4c72,3d4e623e-cf67-48cb-83c3-d243015a7a48,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,en_proceso,2024-04-20 16:00:00,2024-04-20 18:00:00,Entrega programada para la tarde,2024-04-20 16:00:00,2024-04-20 16:00:00
80e88783-43f7-4d4b-8fd4-7cfa8f0b1f18,a5112cb1-6207-4138-8b4b-19ff61c73c58,aa00172c-27df-4652-abd6-5cf672451c5a,6445d85e-46e0-4c1a-81e9-58f20681f107,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,pendiente,2024-04-20 17:00:00,2024-04-20 19:00:00,Entrega en curso,2024-04-20 17:00:00,2024-04-20 17:00:00
b6d0aaef-e1f0-40f2-926c-a47a5bc689d0,c996172a-5750-4557-9316-15e23935c645,239da691-0baa-488c-aa48-e3c8dea77b1b,d5673618-206d-40e8-aabb-83ccc045c439,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,en_proceso,2024-04-18 12:00:00,2024-04-18 14:00:00,Entrega completada exitosamente,2024-04-18 12:00:00,2024-04-18 12:00:00
bb6a93dd-accf-47f9-8c12-3d35749fe35b,066c8586-a507-4b04-8d43-84efe80f4b69,d369c337-6783-457a-968c-34c27ea916cf,22be046b-8156-4220-9d44-7d6e582b173a,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,pendiente,2024-04-16 12:00:00,2024-04-16 14:00:00,Entrega en curso,2024-04-16 12:00:00,2024-04-16 12:00:00
9eb906f4-e080-411f-9c75-b19fb0b3a161,d8dbfe7b-4b84-43fa-a5d9-e82f3be27422,7c4f76c0-0e86-4a14-a367-9c38179cc814,e291130b-1148-4bce-b91e-ceaf11fa3a55,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,en_proceso,2024-04-19 00:00:00,2024-04-19 02:00:00,Entrega completada exitosamente,2024-04-19 00:00:00,2024-04-19 00:00:00
0cbaa7c3-fae0-4caf-936f-713b54c3c9c2,7b3af59c-c35b-467f-bcd1-eb5bb36cdb2a,8148645e-3e55-4acc-875c-69d741b930ef,aaba27f0-a340-47ac-b74a-85233111fd15,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,en_proceso,2024-04-19 03:00:00,2024-04-19 05:00:00,Entrega en curso,2024-04-19 03:00:00,2024-04-19 03:00:00
a6b684b6-e4a0-4699-988d-0dbc7dc5801b,59ec2af7-4ee3-4584-9543-734aeed610c0,af6d4578-8091-4c5d-b08d-d09f33912c7e,bd928bbf-9cb0-49a7-977d-5f352e06d5b3,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,completada,2024-04-20 19:00:00,2024-04-20 21:00:00,Entrega programada para la mañana,2024-04-20 19:00:00,2024-04-20 19:00:00
1441ca38-71aa-47d0-9ed1-337bdbcd5435,a6f1bb6b-f481-4601-ad19-e3b86d42d21d,f562f69a-f3df-442c-bf97-3cd5b32a45c5,a06fbb7d-f8ca-435f-aa3b-63fae6e6a7a4,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,pendiente,2024-04-19 15:00:00,2024-04-19 17:00:00,Entrega programada para la tarde,2024-04-19 15:00:00,2024-04-19 15:00:00
19c8ce96-0898-4436-a739-2a32033491cb,4c851fd2-b223-4cd6-afae-2a6a8a127f1f,16b4cb40-3206-44e2-ab02-403c7eab8bf3,6513f72e-2af2-4e05-ad48-1f0511be99ed,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,en_proceso,2024-04-21 02:00:00,2024-04-21 04:00:00,Entrega en curso,2024-04-21 02:00:00,2024-04-21 02:00:00
6c1c8c6d-df7e-481e-93a8-0bb73e5ae703,90ace39b-221e-4d93-ac2a-0d23ca00e8aa,be17823e-bb9d-454c-9649-27f6bae1f603,afd2de22-ebca-4c8b-a718-902cb3a70fb5,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,completada,2024-04-21 23:00:00,2024-04-22 01:00:00,Entrega programada para la mañana,2024-04-21 23:00:00,2024-04-21 23:00:00
2a4b3850-0810-480e-9e44-b6c399d56eb3,e190c012-4f0f-41c3-9ed4-2fdb26dc1ba8,027f2405-4be3-4ce7-9a43-f6e2cc62d12b,755e9c79-3e18-466e-9a03-5c60536f33ef,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,completada,2024-04-21 20:00:00,2024-04-21 22:00:00,Entrega programada para la mañana,2024-04-21 20:00:00,2024-04-21 20:00:00
f8785d7a-7fa2-40f8-8f50-a2aa3a9f52dc,25756f64-5303-46b7-a567-a7cbd686ceb8,4f8e2d61-5518-4787-88b9-9bd0286c96a4,0b2cd732-5f93-4b08-845d-228fd68c431f,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,completada,2024-04-21 05:00:00,2024-04-21 07:00:00,Entrega programada para la mañana,2024-04-21 05:00:00,2024-04-21 05:00:00
8b085511-1c86-4a75-8c68-12ada7c2cc14,2db9dbe5-18c9-47b3-b659-18178cdd9b0d,1002a8e5-073a-4f50-b9ca-177da1be0297,6875cbf6-47dc-4d2d-a815-d066e99ba515,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,completada,2024-04-13 21:00:00,2024-04-13 23:00:00,Entrega programada para la mañana,2024-04-13 21:00:00,2024-04-13 21:00:00
bd6defbb-043b-4dba-9c95-5fa71d336a58,7f4cd620-9a6c-47d6-98ac-ec261846f8ae,fdc230e3-585c-4d14-887d-e5e19ee03a85,c8259ada-f18a-454d-a6d7-a2f0a8a4c04c,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,en_proceso,2024-04-22 20:00:00,2024-04-22 22:00:00,Entrega completada exitosamente,2024-04-22 20:00:00,2024-04-22 20:00:00
848fd4bd-f552-416c-b3d5-7e196822d0a9,b9e1b2ef-186f-4df3-9849-66a928daed8f,56759783-2272-4dad-909e-09d040259317,6f9f185e-6c4c-47ab-9bda-363fe464c6be,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,en_proceso,2024-04-23 07:00:00,2024-04-23 09:00:00,Entrega en curso,2024-04-23 07:00:00,2024-04-23 07:00:00
16266cb1-c473-45f8-801d-e50de6a85fac,0ff144f2-a0e4-42bb-8368-2d8017535eea,e1f8adc2-cdcd-4c15-88b0-bde5385a3525,38e95cb6-8d36-4f13-bbfe-ec6099cfd6e4,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,pendiente,2024-04-22 16:00:00,2024-04-22 18:00:00,Entrega programada para madrugada,2024-04-22 16:00:00,2024-04-22 16:00:00
e164b8ac-cf9f-4add-8244-503f78df0e59,360de906-8859-44c8-ad70-9b84e178fa53,f143f567-75fc-47c3-921e-eef3c5097f13,30d9fc8f-ea46-4964-94fc-0a2a3d62ce1d,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,completada,2024-04-15 01:00:00,2024-04-15 03:00:00,Entrega programada para la mañana,2024-04-15 01:00:00,2024-04-15 01:00:00
4d0ab051-96fa-4d71-9ba5-e34bc4c55b4b,ec179d79-3874-4551-9275-edf37814157e,255c121f-6994-41c3-94e5-61599c3f8feb,1d5a9608-3bcc-4e73-9c2c-6b8730478033,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,pendiente,2024-04-15 00:00:00,2024-04-15 02:00:00,Entrega en curso,2024-04-15 00:00:00,2024-04-15 00:00:00
4ec6eae6-8de2-4e6c-bea1-08b1aca4b211,2327e7d7-fbaa-4c6c-92da-9ffc740bf97e,f1bc6f8b-b37e-492e-a4a6-f6f2d8230a8f,573e28c8-89d0-4d84-b8f4-b90c54d88cea,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,en_proceso,2024-04-19 05:00:00,2024-04-19 07:00:00,Entrega programada para la mañana,2024-04-19 05:00:00,2024-04-19 05:00:00
b3b1ad5a-8727-40d8-9270-448d7d9eafbb,4a754890-71e4-4c54-ad9a-90aefa9ca521,6dbe26c2-f49b-41a9-aff4-2443cc98c1e1,056a3ddb-4d14-455a-bb44-d2bb624690a0,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,pendiente,2024-04-21 21:00:00,2024-04-21 23:00:00,Entrega completada exitosamente,2024-04-21 21:00:00,2024-04-21 21:00:00
dc2d1a07-9ac1-4a79-a093-73908a641a06,8a548558-4e19-46e2-b483-e886a7f4c255,16234f3c-9bba-4ae5-b462-478f14b230b5,1939762a-7566-4777-bf5e-fbf39ed7fee8,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,en_proceso,2024-04-19 23:00:00,2024-04-20 01:00:00,Entrega en curso,2024-04-19 23:00:00,2024-04-19 23:00:00
028a8c8f-4586-4325-b14f-47389e01adc6,a4523448-1bbe-41d5-a17d-272c882a4ee1,de77553e-b2ba-4e62-b866-2d5a3296190b,dd0c6d84-5ae0-428d-9976-1d6e60284c67,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,en_proceso,2024-04-14 16:00:00,2024-04-14 18:00:00,Entrega programada para la tarde,2024-04-14 16:00:00,2024-04-14 16:00:00
8ffc85b0-b0a4-410d-823b-a76ec422697e,da9fa240-36aa-40e2-ab9a-df48b522cf1f,ad0d5a60-2df9-4f35-9598-23beb9b716d4,d8a868c6-089c-4c35-95e3-ebd73bf22c30,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,completada,2024-04-17 19:00:00,2024-04-17 21:00:00,Entrega en curso,2024-04-17 19:00:00,2024-04-17 19:00:00
680d0970-2de7-4e3b-b207-3906d362732b,501a9a78-25cb-4c4f-9d94-d8ed34e0513e,e7b59426-a151-47e5-9dd7-cf2b8585c23f,d8a9f63b-36e3-46d8-9595-a625bc2553c1,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,pendiente,2024-04-14 20:00:00,2024-04-14 22:00:00,Entrega en curso,2024-04-14 20:00:00,2024-04-14 20:00:00
47bd7f64-31f7-40cf-a996-6b88a1ee9f66,d057525b-dbeb-488d-8aa3-a2c0dfe0767a,01837431-d281-4269-b280-686f3b05f8ed,87553425-9859-4ca0-9f62-8f4febef62e4,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,completada,2024-04-13 15:00:00,2024-04-13 17:00:00,Entrega programada para la tarde,2024-04-13 15:00:00,2024-04-13 15:00:00
203ecf60-2ce9-41b1-95f8-3ca654ae4539,1674694a-3f2d-4fac-868c-2d5f3914a1f6,d99d10c2-7cdf-4bbf-ada0-c94b8b9c48df,28726a44-45d4-475d-a96c-8f6911fb57c8,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,pendiente,2024-04-18 14:00:00,2024-04-18 16:00:00,Entrega programada para madrugada,2024-04-18 14:00:00,2024-04-18 14:00:00
371d6cf5-7afe-4793-9f80-8c32724097c0,331dde8c-f085-4782-8090-6c8432f77db7,840b8fd0-c2ca-43b6-9044-66aca05ad0f0,a5603149-efb8-4fea-93f9-5c2a0c3885f8,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,pendiente,2024-04-19 01:00:00,2024-04-19 03:00:00,Entrega programada para la tarde,2024-04-19 01:00:00,2024-04-19 01:00:00
f0863aa4-b021-4417-9fab-943545595509,294a9b6e-8be9-4484-810b-c43c693e2e5d,ed3dcecd-8e26-442f-8f64-4b2cddc2770c,348a7455-4a38-479d-8a90-9295f6c355e0,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,completada,2024-04-22 17:00:00,2024-04-22 19:00:00,Entrega programada para madrugada,2024-04-22 17:00:00,2024-04-22 17:00:00
d5091d14-2aa1-446c-aaa4-11215c4d38eb,bac8d900-b2b4-4347-a100-89ae569a9730,38bc00f5-3d9e-41c4-a7f0-4a46662a2674,2b41dfc6-0ca4-4536-a882-2a93e1d24783,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,completada,2024-04-15 15:00:00,2024-04-15 17:00:00,Entrega completada exitosamente,2024-04-15 15:00:00,2024-04-15 15:00:00
4690a57b-b857-4e26-bb9d-02d981547bd5,406b1553-b907-4214-9902-23cd971f9050,4c0aa278-62f2-4f5e-9150-e34d33534ff0,b94bf68b-a603-4a9c-b66e-dcae94a54b73,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,en_proceso,2024-04-20 03:00:00,2024-04-20 05:00:00,Entrega programada para madrugada,2024-04-20 03:00:00,2024-04-20 03:00:00
bb2ed98e-dc35-4d8f-8687-f21794e767c1,34250d5b-e605-43ff-8072-6f99aa2ffc48,62e16813-0fd5-41cb-b012-7459771705c6,d2740efa-e794-43a0-9909-799954bbce8b,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,pendiente,2024-04-19 08:00:00,2024-04-19 10:00:00,Entrega programada para madrugada,2024-04-19 08:00:00,2024-04-19 08:00:00
86cfd131-3040-400d-bae1-16072fac23d3,43753418-8884-4e9d-a67e-df01759a71ec,d4afa10b-074c-4a44-814f-ea4c7a3fc307,5b8a265c-30cb-48ef-8272-dad2f4276b74,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,en_proceso,2024-04-14 11:00:00,2024-04-14 13:00:00,Entrega programada para la tarde,2024-04-14 11:00:00,2024-04-14 11:00:00
edef807f-04d7-430a-b838-3cec2fe00bec,bb0de50c-c3f9-4929-846b-8839545766e6,83061ccd-8f56-4b12-a1fe-7002b3cd6926,31da6cc6-1883-49f1-959e-90f0ae85f580,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,completada,2024-04-13 23:00:00,2024-04-14 01:00:00,Entrega programada para la tarde,2024-04-13 23:00:00,2024-04-13 23:00:00
