id_entrega,id_despacho,id_usuario,fecha_entrega,estado_entrega,firma_cliente,evidencia,observaciones,punto_entrega,fecha_creacion,fecha_actualizacion
14c59058-db0c-4de2-9bd2-79138faecb02,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,2024-06-04 14:43:08,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/5%7B5%7D4%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/y%7B5%7D9%7B5%7D,Producto con características diferentes,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,2024-06-04 14:43:08,2024-06-04 14:43:08
a2ac9b88-f612-4c62-a726-89d708872234,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,2024-10-08 18:42:00,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/u%7B5%7D2%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/l%7B5%7D5%7B5%7D,Cliente solicitó anulación del pedido,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-10-08 18:42:00,2024-10-08 18:42:00
f5ed89d6-c660-439e-9601-5289ae253fbc,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-12-19 17:59:20,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/i%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/4%7B5%7D9%7B5%7D,Cliente solicitó anulación del pedido,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-12-19 17:59:20,2024-12-19 17:59:20
6ea5c188-108f-4373-8707-b80b45beb91e,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,2024-07-21 16:57:57,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/1%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/w%7B5%7D9%7B5%7D,Dirección proporcionada era incorrecta,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-07-21 16:57:57,2024-07-21 16:57:57
d44f8d0e-d73a-4832-a170-330f9efdfd00,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,2024-08-23 12:19:01,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/z%7B5%7D1%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/f%7B5%7D5%7B5%7D,Entrega con retraso por clima,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-08-23 12:19:01,2024-08-23 12:19:01
ded47764-21eb-401d-a1ac-1358b99de386,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-10-14 20:01:38,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/i%7B5%7D5%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/j%7B5%7D6%7B5%7D,Falta de documentación adjunta,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-10-14 20:01:38,2024-10-14 20:01:38
e32e3caf-9c59-42a2-9c58-8efefaeec0c0,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-03-19 19:10:55,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/q%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/q%7B5%7D1%7B5%7D,Entrega en punto alterno exitosa,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-03-19 19:10:55,2024-03-19 19:10:55
153a091d-e7e4-4f4a-a1e3-36f783fa2eac,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-12-02 14:56:49,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/0%7B5%7D4%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/q%7B5%7D1%7B5%7D,Cliente solicitó cambio de producto,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,2024-12-02 14:56:49,2024-12-02 14:56:49
ad73031f-aa1e-4f7f-960e-9ae463917032,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-09-18 23:16:26,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/t%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/x%7B5%7D8%7B5%7D,Entrega en locker exitosa,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,2024-09-18 23:16:26,2024-09-18 23:16:26
af6a562e-d976-4758-b389-823bfa956a5e,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-02-15 23:26:50,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/p%7B5%7D2%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/y%7B5%7D4%7B5%7D,Cliente no se encontraba en el domicilio,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-02-15 23:26:50,2024-02-15 23:26:50
e837243d-df58-4123-a223-f67bb8161665,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,2024-12-05 04:07:09,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/c%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/q%7B5%7D3%7B5%7D,Dirección proporcionada era incorrecta,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-12-05 04:07:09,2024-12-05 04:07:09
c906dd42-994d-47bf-ae98-862acef39d0b,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,2024-10-23 05:26:30,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/9%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/1%7B5%7D9%7B5%7D,Problemas con el método de pago,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-10-23 05:26:30,2024-10-23 05:26:30
b7c13cfa-ecf3-4d64-9514-0d6569539749,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,2024-02-28 09:57:53,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/i%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/h%7B5%7D2%7B5%7D,Entrega fuera del horario comercial,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,2024-02-28 09:57:53,2024-02-28 09:57:53
92379c65-123c-40e6-a4f8-da49ae0cedc5,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-08-04 05:24:16,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/8%7B5%7D6%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/d%7B5%7D2%7B5%7D,Entrega exitosa con ayuda de vecino,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,2024-08-04 05:24:16,2024-08-04 05:24:16
adc210ee-7f93-4504-b544-7726d8acca2b,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,2024-10-22 09:21:40,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/t%7B5%7D6%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/2%7B5%7D4%7B5%7D,Cliente no se encontraba en el domicilio,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-10-22 09:21:40,2024-10-22 09:21:40
0be903e8-2306-4498-8583-e8bbbc51a380,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-08-26 07:47:23,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/o%7B5%7D1%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/a%7B5%7D7%7B5%7D,Problemas con la facturación,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-08-26 07:47:23,2024-08-26 07:47:23
aacf0681-f7c3-4316-a5a9-ee5cc3faf7cb,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-11-18 12:27:08,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/o%7B5%7D5%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/m%7B5%7D3%7B5%7D,Cliente no atendió notificaciones,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,2024-11-18 12:27:08,2024-11-18 12:27:08
0dccee39-74a5-48c0-9cf3-d86d989758f0,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-08-05 17:32:18,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/g%7B5%7D3%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/n%7B5%7D1%7B5%7D,Problemas con el método de pago,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-08-05 17:32:18,2024-08-05 17:32:18
c94231c5-61a2-4731-ba2d-46657be2adc4,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-01-03 06:24:04,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/z%7B5%7D2%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/4%7B5%7D5%7B5%7D,Entrega en locker exitosa,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-01-03 06:24:04,2024-01-03 06:24:04
25603403-12a6-42f9-ad31-372ad6dd154c,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,2024-08-14 11:14:49,fallida,https://bucket-grupo-5.s3.amazonaws.com/firmas/w%7B5%7D1%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/f%7B5%7D9%7B5%7D,Entrega realizada a tercero autorizado,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,2024-08-14 11:14:49,2024-08-14 11:14:49
c9c5cccd-f63e-43b4-8b9c-182811826949,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,2024-07-15 02:28:45,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/0%7B5%7D3%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/w%7B5%7D3%7B5%7D,Producto con características diferentes,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,2024-07-15 02:28:45,2024-07-15 02:28:45
06022ff7-630e-4f22-b7b1-6f296abc8388,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,2024-09-23 11:56:51,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/i%7B5%7D3%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/i%7B5%7D1%7B5%7D,Cliente no autorizó la entrega,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,2024-09-23 11:56:51,2024-09-23 11:56:51
bebf2374-d058-4813-867c-841acf4ca0bd,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,2024-09-29 05:50:45,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/4%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/4%7B5%7D6%7B5%7D,Falta de documentación adjunta,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-09-29 05:50:45,2024-09-29 05:50:45
ccd81258-963a-4ca1-9602-4ec9e15d6a1c,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-05-15 10:48:45,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/l%7B5%7D3%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/r%7B5%7D6%7B5%7D,Cliente no tenía efectivo para pago contra entrega,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-05-15 10:48:45,2024-05-15 10:48:45
50a3048b-d00e-48ec-8442-88619515d922,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-04-27 08:46:49,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/l%7B5%7D1%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/x%7B5%7D3%7B5%7D,Rechazo por demora en la entrega,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-04-27 08:46:49,2024-04-27 08:46:49
20b3c073-c53c-4bcf-9d06-209da31f73db,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,2024-10-05 17:24:39,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/2%7B5%7D4%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/9%7B5%7D6%7B5%7D,Producto no coincidía con lo pedido,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-10-05 17:24:39,2024-10-05 17:24:39
6d5d5209-abb7-4cb5-865e-49b329a9e117,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,2024-12-26 16:11:45,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/e%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/6%7B5%7D2%7B5%7D,Problemas con documentación requerida,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-12-26 16:11:45,2024-12-26 16:11:45
0fe8153d-373b-43f6-bfa8-a37d8c7d649b,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-09-28 18:08:25,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/2%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/u%7B5%7D4%7B5%7D,Cliente rechazó por cambio de opinión,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,2024-09-28 18:08:25,2024-09-28 18:08:25
13638621-08c3-4254-bbd2-43374c6c7d3d,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-05-15 19:13:55,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/p%7B5%7D5%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/w%7B5%7D9%7B5%7D,Cliente no identificado correctamente,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-05-15 19:13:55,2024-05-15 19:13:55
df0810ce-bc34-4300-9fcf-e2a7698a24c1,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-09-09 06:40:26,reprogramada,https://bucket-grupo-5.s3.amazonaws.com/firmas/y%7B5%7D1%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/y%7B5%7D8%7B5%7D,Producto con fecha de vencimiento próxima,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-09-09 06:40:26,2024-09-09 06:40:26
88e5dcdb-230c-46ac-ab3c-745948f46e53,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,2024-09-06 11:44:57,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/x%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/w%7B5%7D7%7B5%7D,Entrega completada satisfactoriamente,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-09-06 11:44:57,2024-09-06 11:44:57
221bcc56-94aa-47da-bf60-f173a718775d,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-03-22 20:16:42,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/l%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/p%7B5%7D3%7B5%7D,Rechazo por empaque inadecuado,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-03-22 20:16:42,2024-03-22 20:16:42
0f9dd57e-d13a-444d-b942-8ff645b714c2,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-02-25 20:08:39,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/y%7B5%7D9%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/k%7B5%7D4%7B5%7D,Producto no coincidía con lo pedido,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,2024-02-25 20:08:39,2024-02-25 20:08:39
bd5f37d0-49a4-4757-8e32-f1452c7251e9,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,2024-11-11 08:06:30,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/e%7B5%7D8%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/i%7B5%7D8%7B5%7D,Problemas con documentación requerida,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,2024-11-11 08:06:30,2024-11-11 08:06:30
60cc918c-2916-4f7b-8a3c-685178f1382b,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,2024-04-23 08:59:49,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/g%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/o%7B5%7D2%7B5%7D,Cliente viajó y no avisó,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-04-23 08:59:49,2024-04-23 08:59:49
fcfeec3f-f54e-4204-b635-362e2d9c86a5,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-01-09 05:24:22,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/a%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/w%7B5%7D7%7B5%7D,Cliente rechazó por cambio de opinión,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,2024-01-09 05:24:22,2024-01-09 05:24:22
2649ec19-876e-4bad-99c2-5a6118102e42,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-10-24 11:58:25,completada,https://bucket-grupo-5.s3.amazonaws.com/firmas/x%7B5%7D7%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/q%7B5%7D9%7B5%7D,Problemas con documentación requerida,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,2024-10-24 11:58:25,2024-10-24 11:58:25
01fa8bf9-4c1e-42c5-bf27-62503bdd268c,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,2024-12-07 00:18:03,con_reclamo,https://bucket-grupo-5.s3.amazonaws.com/firmas/k%7B5%7D9%7B5%7D,https://bucket-grupo-5.s3.amazonaws.com/evidencias/r%7B5%7D8%7B5%7D,Entrega en locker exitosa,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,2024-12-07 00:18:03,2024-12-07 00:18:03
