id_detalle_entrega,id_entrega,id_detalle_carga,cantidad_entregada,cantidad_rechazada,motivo_rechazo,fecha_creacion,fecha_actualizacion
b42ce7d3-7eac-4213-9983-9da9e64443e9,f9b66f08-c0a5-4652-b87e-69e4cde82e64,cd118f48-946a-4bcf-bef6-8f91ce3df7ac,76,0,NULL,2024-04-19 01:46:11,2024-04-19 01:46:11
ef68b4c9-5d96-4ffe-a9eb-7f8417a0c533,adc210ee-7f93-4504-b544-7726d8acca2b,f237ab4e-125b-4816-b281-aae30e8b4e0b,26,0,NULL,2024-06-05 07:07:30,2024-06-05 07:07:30
d3197104-cf03-4202-b6aa-0bcf168c375c,0315b42b-b771-43ab-b926-ccd54d24d663,2b9b2c4f-752f-4305-b591-69967fada608,151,61,Especificaciones no cumplidas,2024-10-21 10:38:22,2024-10-21 10:38:22
8a76037b-1023-42f9-8c92-bf777b62e4c9,e32e3caf-9c59-42a2-9c58-8efefaeec0c0,41fc308e-2b7a-4430-b238-c2b308e19dd1,52,2,Producto vencido,2024-07-09 07:13:05,2024-07-09 07:13:05
0b3af584-b350-40e9-8c93-5f34387398c9,e32e3caf-9c59-42a2-9c58-8efefaeec0c0,00d732ae-30ae-431b-90ab-b78df66082d5,104,0,NULL,2024-06-05 20:47:48,2024-06-05 20:47:48
488dee2d-a6f7-404d-8ad1-3b81e86566e6,383939c3-ef8b-400e-8398-31e16523a163,aaf5eeb3-37b3-4d9a-bee2-40556ca60d89,120,0,NULL,2024-03-14 11:31:49,2024-03-14 11:31:49
aba15dbb-9d4a-4a31-b2ac-9911f9e9ceb5,b7c13cfa-ecf3-4d64-9514-0d6569539749,f02080bf-e153-4857-8692-5e132d83bab6,76,0,NULL,2024-08-10 10:48:39,2024-08-10 10:48:39
2ac0513a-bfd4-49b7-88c0-ba17ff3a121b,4a6789f4-ed68-436f-a966-267f9e9f4f43,1f4d955d-3212-47aa-9556-eb0d21093417,147,28,Falta de garantía,2024-08-16 13:21:52,2024-08-16 13:21:52
a6895580-5c8a-4269-8bd1-e534e8deed78,0dccee39-74a5-48c0-9cf3-d86d989758f0,df55e401-847b-4f89-afaa-26b6921c67d8,197,0,NULL,2024-01-30 00:01:38,2024-01-30 00:01:38
a1fccc66-78e1-4a09-9b89-889199f1095c,c94231c5-61a2-4731-ba2d-46657be2adc4,19d299b6-6def-419b-a201-7b99bfd4352a,129,0,NULL,2024-09-21 14:52:04,2024-09-21 14:52:04
ce8295e6-5166-4e6d-a68b-9370d9ef59f0,e32e3caf-9c59-42a2-9c58-8efefaeec0c0,c5b28191-5e1d-4226-8a96-3295d4736cab,23,0,NULL,2024-02-07 04:54:14,2024-02-07 04:54:14
ec7774b2-3bfc-4430-997e-3acb5af7c8cb,0be903e8-2306-4498-8583-e8bbbc51a380,7f8eb0ed-9cd3-40b0-92b2-b45814c0437a,37,0,NULL,2024-12-07 19:53:51,2024-12-07 19:53:51
d9c687ac-0fa6-4063-99d7-d1aca0fd5af8,7485c9b7-07c6-41dc-8ad7-d48094c16811,7ce21bb7-9159-492f-b26f-c4fd2c90810e,184,0,NULL,2024-10-29 01:14:09,2024-10-29 01:14:09
7a3e4273-a74d-487c-8f0b-4350258032ee,c94231c5-61a2-4731-ba2d-46657be2adc4,9e0a514b-efd8-4a25-aef3-e4f7eec63e8c,100,19,Presentación diferente,2024-06-22 04:37:00,2024-06-22 04:37:00
857a9e46-21e3-4527-a6f1-10c10b7f6fd1,9b5f1123-0cc0-4bd5-a51d-99d299bc764a,7f8eb0ed-9cd3-40b0-92b2-b45814c0437a,181,0,NULL,2024-08-02 11:53:42,2024-08-02 11:53:42
540252b4-c56f-405a-9799-427c69907ae7,cdce020b-bd00-491d-a060-6b190589bd28,85ab6858-aa05-44a2-a2d1-7ac01ccde1fb,47,0,NULL,2024-01-11 04:23:24,2024-01-11 04:23:24
9aa69385-10df-4f58-a9a3-df4a53ef04fc,408ff179-0e93-44af-bd08-0d1560e25251,1751b059-9a55-4863-a70e-e96d570181ed,40,0,NULL,2024-01-22 08:22:09,2024-01-22 08:22:09
f3dc70b9-4b64-4733-93c7-8ca1a9214a98,5ce78015-ba5a-4f86-9a1a-cf0f8e290aeb,e9d073b8-f371-48e9-b975-2da44e9003dc,58,0,NULL,2024-07-12 15:10:40,2024-07-12 15:10:40
363ad0db-3c32-4e42-b7c8-b9211876aa48,20b3c073-c53c-4bcf-9d06-209da31f73db,a573a14c-c885-4745-a939-4919c8416a86,152,0,NULL,2024-04-19 04:44:22,2024-04-19 04:44:22
88ed36c1-bc48-4b54-8104-31763398717b,6d79385a-2b9b-4c1a-ba05-8535c5a2ce6c,631c6bf0-807a-4747-82ee-cc2ee9ba36b8,69,0,NULL,2024-03-05 13:49:13,2024-03-05 13:49:13
5175d7bf-d2ee-4e39-998f-bbd79a317bce,496436a4-cf81-4839-9557-7abf9391feb8,2853649e-cc72-4abf-83a5-2839628df536,27,0,NULL,2024-10-08 11:40:42,2024-10-08 11:40:42
11410c7b-9f2a-4ca3-b663-f932a4655d82,06022ff7-630e-4f22-b7b1-6f296abc8388,762ee271-a45c-47a1-aeb4-b81fa3a1c812,190,0,NULL,2024-10-11 05:02:07,2024-10-11 05:02:07
d081e1eb-cc06-48a2-9d19-a0098368241d,895395dc-237f-461c-98da-840807c984b6,8469f9b0-4755-4c53-bb31-078ebf363044,164,0,NULL,2024-07-17 01:15:28,2024-07-17 01:15:28
52d9092d-a4e3-4823-a124-6b9e9b7cd0c5,14c59058-db0c-4de2-9bd2-79138faecb02,b90ac3b4-feb0-4c6b-b609-2cf484b2e179,91,26,Tamaño incorrecto,2024-04-04 08:49:47,2024-04-04 08:49:47
12ce007c-3ccd-4220-864e-18036d1f9363,41e1a3c6-0222-4ea5-8648-7f4404748b9b,0d4e6d63-ae9b-44f8-96e2-d3846f832892,176,0,NULL,2024-12-08 19:27:14,2024-12-08 19:27:14
ae202a55-9038-45d4-8931-215b64e380e4,20b3c073-c53c-4bcf-9d06-209da31f73db,5015aa81-2024-4ca9-9d63-7cd968c42b02,69,1,Producto no solicitado,2024-09-15 08:46:58,2024-09-15 08:46:58
c4cce067-849a-414e-aa70-dfe6242e76d2,c9c5cccd-f63e-43b4-8b9c-182811826949,762ee271-a45c-47a1-aeb4-b81fa3a1c812,14,2,Falta de accesorios,2024-11-12 05:07:18,2024-11-12 05:07:18
ebaba7e4-6690-4faa-bb67-b7b324812112,c1d05bd1-6957-4cc0-8b6d-408799df1716,0246f8bf-4358-4159-94db-9998ee4d8499,137,0,NULL,2024-06-15 17:04:30,2024-06-15 17:04:30
11437a86-37bb-4322-a155-62e1da8e26f8,3332a557-7faf-436e-96e0-362bdb845f29,9b0ed163-9c22-4a56-a957-4d1616c322df,67,0,NULL,2024-03-31 16:50:37,2024-03-31 16:50:37
2e77807f-43df-48f8-a663-34f3f5b35d89,3332a557-7faf-436e-96e0-362bdb845f29,9773fca8-4eca-4d1d-9f4b-51ee90911df7,144,63,Falta de piezas,2024-04-10 20:22:49,2024-04-10 20:22:49
99f5f586-b50e-48e5-8b03-f01dc8fb7015,60cc918c-2916-4f7b-8a3c-685178f1382b,5ca336c0-6957-423c-a739-4298d2c84868,49,10,Producto no solicitado,2024-01-15 00:55:26,2024-01-15 00:55:26
44018d7c-535d-4c96-84b2-02799d91c266,e8ba0dfb-a33e-46f6-82a9-966b2e9ad057,8625db44-990a-48cb-a09d-877a0ce7712d,15,0,NULL,2024-04-24 15:35:39,2024-04-24 15:35:39
aec1ae77-f316-4940-a8cd-a66367beb057,92379c65-123c-40e6-a4f8-da49ae0cedc5,9b0ed163-9c22-4a56-a957-4d1616c322df,66,0,NULL,2024-09-11 23:57:14,2024-09-11 23:57:14
9357bbdc-d94f-4f2b-94b7-225f5b12c573,a2ac9b88-f612-4c62-a726-89d708872234,0246f8bf-4358-4159-94db-9998ee4d8499,197,0,NULL,2024-09-10 21:36:36,2024-09-10 21:36:36
f1fe5801-9906-46cd-bdd1-929668f2657e,dc9f269a-d3c4-4f20-8da4-604de91dad89,ac56a0fe-8368-470b-a352-601835f3615e,160,0,NULL,2024-04-05 22:58:52,2024-04-05 22:58:52
38f0f7bb-a002-41e3-a793-0bf2a6c2ae60,d44f8d0e-d73a-4832-a170-330f9efdfd00,c8ba88be-4967-47ba-84eb-f27527fada2e,141,7,Temperatura fuera de rango,2024-04-24 07:32:22,2024-04-24 07:32:22
d07832f0-68bf-4578-bf11-1f9a4a512ee6,645c81dd-d03e-43ab-a956-ad7736a3b3ce,46d85793-746a-4d25-9078-d1a3b40d8dd4,48,0,NULL,2024-03-07 22:46:25,2024-03-07 22:46:25
4d073aee-beb0-4c13-b847-e47880b06679,2850022f-00b8-4a01-9372-1a72cac83b50,c0f729f3-b413-4ca1-8e1b-2a4d5dbd3069,162,59,Temperatura fuera de rango,2024-06-24 04:48:29,2024-06-24 04:48:29
13f0449b-3c8e-4c8a-98c8-b0db63a55d36,ccd81258-963a-4ca1-9602-4ec9e15d6a1c,1eb27fcd-6565-4d2d-8e79-7b050745b780,20,0,NULL,2024-11-04 05:19:19,2024-11-04 05:19:19
4e501d8f-8baa-4817-8a05-2314614e199d,5a820f35-f757-4794-91d7-85b7d1e2d2e8,660fb586-b29d-44da-9911-898f70ced318,128,0,NULL,2024-11-30 23:49:45,2024-11-30 23:49:45
701f5c4f-278a-454c-ae19-3d459160bfda,d44f8d0e-d73a-4832-a170-330f9efdfd00,2506720e-d430-4888-8253-0a799bd956a7,31,11,Mal olor,2024-04-01 12:45:58,2024-04-01 12:45:58
6a7ca55e-57db-4046-b17e-46c31094c210,92379c65-123c-40e6-a4f8-da49ae0cedc5,435ed37b-472e-4f70-8da8-d5da274f028a,166,19,Producto mojado,2024-11-03 13:04:23,2024-11-03 13:04:23
0573c1f0-3488-4c15-ac44-dfbf4b7d6e16,23a474b0-0c69-4a92-b82f-ec3a4a5ba71b,9773fca8-4eca-4d1d-9f4b-51ee90911df7,137,0,NULL,2024-11-06 05:56:02,2024-11-06 05:56:02
c92c0ca7-2ae1-4328-a98c-a222028eb209,8634f581-28e7-4007-85ac-ef91453c64c7,36a2c706-ebbb-4ab0-88af-31cd314f0ca3,150,0,NULL,2024-09-22 02:33:58,2024-09-22 02:33:58
25f3000f-d8da-4bb6-8973-c0b96b187557,25f62b3f-ad0b-45ba-a544-df78cf4cbd03,a31633d3-7a24-4aae-b091-c25f26a261fb,173,0,NULL,2024-04-02 12:58:48,2024-04-02 12:58:48
04ef9cd4-4e1a-48d2-bbc1-495f46995667,a233b83d-efa6-4359-b031-9589f2404eda,8469f9b0-4755-4c53-bb31-078ebf363044,185,0,NULL,2024-06-21 12:57:58,2024-06-21 12:57:58
524dd011-71a6-4dba-9762-2d142289ff70,adfaca19-f364-4b27-b9b0-9ccf2a7bf8db,64f5732e-5897-44a6-8623-b49d0554790c,165,0,NULL,2024-07-08 22:32:51,2024-07-08 22:32:51
9a99ed25-893d-4bb7-b2af-142b50a1be41,6e76de4d-db89-4778-be8c-4d3498d16a2d,6e796e3f-b37c-4267-8f1d-ec7f5753a529,172,0,NULL,2024-08-08 13:07:27,2024-08-08 13:07:27
c06d765e-3c8c-43bc-b22f-9e8bc3b1a9da,bd5f37d0-49a4-4757-8e32-f1452c7251e9,4e57799b-99ff-4a10-9d50-13161b2804e9,138,0,NULL,2024-12-07 13:11:35,2024-12-07 13:11:35
5fcf9fb0-6980-4764-9ce0-28860c226638,af6a562e-d976-4758-b389-823bfa956a5e,01cb5690-f0f3-450b-bad0-9189596eebeb,10,4,Instrucciones en idioma incorrecto,2024-01-11 21:27:04,2024-01-11 21:27:04
637d02e2-ad61-4e9f-a96a-eabef5d025df,0be903e8-2306-4498-8583-e8bbbc51a380,16664adf-40e5-42c6-b58e-276519f3a021,44,0,NULL,2024-07-23 06:37:58,2024-07-23 06:37:58
df4ed963-a123-4573-821e-09013da006d3,e32e3caf-9c59-42a2-9c58-8efefaeec0c0,660fb586-b29d-44da-9911-898f70ced318,73,0,NULL,2024-08-06 17:15:16,2024-08-06 17:15:16
ee27f7fc-a71d-4493-9750-723055aff359,383939c3-ef8b-400e-8398-31e16523a163,7af3c049-9570-4119-85a7-58c45038f0d6,191,40,Presentación diferente,2024-02-19 11:08:23,2024-02-19 11:08:23
f7a2b3c5-f3e4-4a47-b444-f05390f7c79e,c0736a66-5a84-46a6-836e-28b795de2023,df55e401-847b-4f89-afaa-26b6921c67d8,191,4,Producto vencido,2024-02-29 04:44:53,2024-02-29 04:44:53
2183e5fb-6110-4213-a087-3407059b4a97,e837243d-df58-4123-a223-f67bb8161665,aa2c924b-b5d2-424e-8fbc-7e109f591f61,59,0,NULL,2024-12-29 00:21:58,2024-12-29 00:21:58
6884b59e-1add-4431-b925-4e3c6875d8ff,4909d4fe-b54e-4580-9184-40f3240658e1,d6f808f4-1a0e-435e-9853-191005ef3d95,35,0,NULL,2024-10-15 06:07:39,2024-10-15 06:07:39
4e492c80-f252-40cb-9fd7-0050f158c4ac,153a091d-e7e4-4f4a-a1e3-36f783fa2eac,c8ba88be-4967-47ba-84eb-f27527fada2e,123,0,NULL,2024-01-23 13:41:02,2024-01-23 13:41:02
cc75616f-832d-4c3e-bc9f-73f0431d67a0,9789eca8-6458-463c-8ffb-8115f0793a07,6e796e3f-b37c-4267-8f1d-ec7f5753a529,28,0,NULL,2024-10-27 14:14:42,2024-10-27 14:14:42
2bf2010d-bb37-4b68-bf24-4109661f0ab2,60cc918c-2916-4f7b-8a3c-685178f1382b,b93f510a-55a5-48fa-9b1d-ab73f04ebe77,66,6,Producto vencido,2024-12-03 02:00:40,2024-12-03 02:00:40
46b7aab5-672a-448b-8e06-f7a489566306,645c81dd-d03e-43ab-a956-ad7736a3b3ce,af8ac8ff-595e-4eac-a9b4-1dd190da6abc,63,0,NULL,2024-09-23 19:23:05,2024-09-23 19:23:05
7ac77bc3-080d-4ccd-b3a0-b9bd61349086,383939c3-ef8b-400e-8398-31e16523a163,22e97a6c-50df-4980-800e-a0d61887869f,137,0,NULL,2024-11-20 07:37:19,2024-11-20 07:37:19
94599b12-e0ba-43fd-9618-366cf9f544dd,13638621-08c3-4254-bbd2-43374c6c7d3d,4499e9af-e6c5-4ce1-bca2-c0a3d65505df,105,0,NULL,2024-02-19 01:16:45,2024-02-19 01:16:45
11bee376-b4f3-4173-af10-56a7e4a19cec,408ff179-0e93-44af-bd08-0d1560e25251,a529314d-e69d-4f18-8b29-62f4f1b76727,179,33,Presentación diferente,2024-07-23 21:37:23,2024-07-23 21:37:23
447d084f-3696-44e0-8327-b18a79374a30,7485c9b7-07c6-41dc-8ad7-d48094c16811,250edc70-1e5a-4f88-a90f-477f1b1dc28e,161,5,Mal olor,2024-05-27 21:16:45,2024-05-27 21:16:45
711f2ffc-aa1f-4b6f-a947-f1c2a5a9d2fc,0623ffb6-81a8-45c0-bbaf-4e2ac79de52d,e1caac1a-0587-4b1e-8ca8-7886c9daeeb3,13,0,NULL,2024-11-04 18:06:39,2024-11-04 18:06:39
09d0d0a4-a3f4-42c3-9aab-17cb58bdc7ae,a233b83d-efa6-4359-b031-9589f2404eda,a573a14c-c885-4745-a939-4919c8416a86,75,0,NULL,2024-02-10 04:39:50,2024-02-10 04:39:50
9892f2a4-dc53-4d17-9b61-8070a0a5d2ba,fcfeec3f-f54e-4204-b635-362e2d9c86a5,a573a14c-c885-4745-a939-4919c8416a86,197,0,NULL,2024-05-10 09:11:11,2024-05-10 09:11:11
36e0eaf4-7036-472f-a7a6-fed389ba1de2,c3969da6-ca02-4069-978f-bba2c28b4af9,a529314d-e69d-4f18-8b29-62f4f1b76727,172,0,NULL,2024-06-17 14:46:54,2024-06-17 14:46:54
d394e9d5-6c76-4030-9ff5-e7326e9a7b79,276af809-9fd6-4b4c-8f5d-f7b1bcd950bb,174d0fb1-3fff-41d6-80b6-5d38c091d886,87,0,NULL,2024-01-24 13:06:01,2024-01-24 13:06:01
16688e40-5e75-4d14-8f21-e7f33f1ee52c,c9c5cccd-f63e-43b4-8b9c-182811826949,89cd01d2-f7b9-4c0a-9f8d-bc02534c8b16,134,0,NULL,2024-11-01 13:45:12,2024-11-01 13:45:12
07d29214-f8bc-4cfe-a2aa-49f67c8ed477,13638621-08c3-4254-bbd2-43374c6c7d3d,4600c478-4ea8-4d9d-9f7f-b184c4a81e85,130,42,Falta de documentación,2024-02-11 19:30:12,2024-02-11 19:30:12
544a3d54-b78b-4dbc-a0f9-9dcd87b4d57c,c3969da6-ca02-4069-978f-bba2c28b4af9,d49aa783-d600-4f3b-b081-aa98f87ba86b,37,6,Mal olor,2024-01-01 05:04:19,2024-01-01 05:04:19
bb9c3f50-2668-4ca7-a648-99dc0030cb6d,e8ba0dfb-a33e-46f6-82a9-966b2e9ad057,8f055db3-39c4-434d-ab57-5916bde5119b,161,0,NULL,2024-10-30 10:02:02,2024-10-30 10:02:02
d90c7769-0eea-47f1-baa2-3e6212c9f76d,fa6c4f06-8457-4f3a-b287-e74b97b9c735,6bd54c78-4e17-49e3-bd60-7b87a26347f0,68,0,NULL,2024-12-22 11:20:33,2024-12-22 11:20:33
2a66a710-6dba-4fcd-b851-a200133b2f7b,50a3048b-d00e-48ec-8442-88619515d922,30d08d7c-1386-4c8f-b47c-6501f476c410,96,0,NULL,2024-05-30 09:59:17,2024-05-30 09:59:17
2f7297a1-cef0-4ddd-8fc7-912c1ad3db02,383939c3-ef8b-400e-8398-31e16523a163,bb0f5d21-079e-4ccc-9726-f9544ea19b71,22,0,NULL,2024-12-22 10:42:46,2024-12-22 10:42:46
540db589-caf3-4cf9-8805-eb3bb47d03ec,5706db6e-e683-45b9-9a41-1af01c33214e,8469f9b0-4755-4c53-bb31-078ebf363044,9,3,Producto usado,2024-10-25 18:33:03,2024-10-25 18:33:03
c9b4d29f-0fdf-42c2-a853-fe1970750dba,a2ac9b88-f612-4c62-a726-89d708872234,1910b2e7-96a5-4039-bf70-0e6770f607cd,196,0,NULL,2024-03-19 19:14:14,2024-03-19 19:14:14
a2bd8553-cb8c-4610-8aa8-6421411dd150,cdce020b-bd00-491d-a060-6b190589bd28,c285ce4a-e1cc-46a9-a927-68a60b212c30,19,0,NULL,2024-11-01 14:44:05,2024-11-01 14:44:05
8ec88ccc-ef00-4790-bb72-7259113e2e6d,4909d4fe-b54e-4580-9184-40f3240658e1,f9ca7d8f-ac03-47ba-9f9e-de06ed09b5b1,20,0,NULL,2024-03-09 21:53:38,2024-03-09 21:53:38
517737d9-f087-454e-add2-18efa1c1a084,cdce020b-bd00-491d-a060-6b190589bd28,a529314d-e69d-4f18-8b29-62f4f1b76727,149,0,NULL,2024-10-05 23:03:31,2024-10-05 23:03:31
bbeca201-232f-476f-aca7-1c1256e9346d,408ff179-0e93-44af-bd08-0d1560e25251,9a932f7f-3961-4ea2-8578-d56ce403013a,122,0,NULL,2024-01-12 22:16:03,2024-01-12 22:16:03
95521340-bc04-4240-a36a-6137bcaa1833,30b7caa6-77be-40e6-931d-cdc12936bf0c,3f1f5e2f-fea1-4d49-b621-ae04ba9f6bbe,11,1,Temperatura fuera de rango,2024-03-23 18:35:41,2024-03-23 18:35:41
376f2e07-70b2-4b21-8cc6-81f2140269a1,df0810ce-bc34-4300-9fcf-e2a7698a24c1,ed151144-1d8d-4ecd-bc48-d30198115d45,58,0,NULL,2024-05-11 04:31:20,2024-05-11 04:31:20
32547191-3b25-4b4a-87dc-06359a66f52f,5a820f35-f757-4794-91d7-85b7d1e2d2e8,c6cb8880-1dc6-4ce5-af7e-ec4a41b66dba,98,42,Falta de garantía,2024-11-24 00:37:09,2024-11-24 00:37:09
24b687ec-8814-4e50-852d-30c16e3a286d,48113246-13c2-4141-9ce1-9c2acbb53df3,38b0f87a-a45d-4065-bbf4-690a903b6c00,77,0,NULL,2024-02-08 05:43:13,2024-02-08 05:43:13
2ef90d11-6a26-467c-af0c-67af683772d5,2649ec19-876e-4bad-99c2-5a6118102e42,404901ae-7c76-4ebc-ad3a-fad314e0eb7e,142,2,Falta de accesorios,2024-12-25 20:03:27,2024-12-25 20:03:27
856ebbac-27b6-4912-a47c-e8d6e29930dd,6e76de4d-db89-4778-be8c-4d3498d16a2d,49fbdf0e-897b-4908-af68-ad97bd61eb4e,200,0,NULL,2024-03-08 08:22:37,2024-03-08 08:22:37
9df59935-1db3-45cf-b9eb-95b66ca21907,01fa8bf9-4c1e-42c5-bf27-62503bdd268c,cc22b3c1-081a-4bb2-bec8-2f9e04572f7a,91,0,NULL,2024-05-13 16:07:25,2024-05-13 16:07:25
