id_vehiculo,placa,marca,modelo,año,color,tipo_vehiculo,capacidad_carga,capacidad_combustible,estado_vehiculo,numero_soat,fecha_vencimiento_soat,gps_imei,gps_estado,id_usuario
9b51ef0a-3651-4c6d-95d3-439cf3b2e488,HAY-839,Volvo,FH16,2019,Negro,camioneta,13.7,408.8,True,SOA-087,2024-12-31,GPS-861,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
317af67c-04f3-4dc3-b1b7-65850b56bee6,BGN-821,Nissan,Frontier,2023,Blanco,camion,11.7,216.5,True,SOA-418,2024-12-31,GPS-953,True,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
ef15dddd-ca98-40b8-bd1f-9005d50f790c,OFE-850,Hino,300,2020,Amarillo,camion,24.0,742.0,False,SOA-971,2024-12-31,GPS-890,True,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
c9c3e083-4140-49bd-8a4f-77321b42302b,KFZ-771,Isuzu,NQR,2020,Rojo,camion,5.8,679.4,True,SOA-127,2024-12-31,GPS-602,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
a020df2e-13be-4022-86ef-4b47dc3235a8,LRW-033,Chevrolet,S10,2020,Azul,camion,18.1,111.5,True,SOA-057,2024-12-31,GPS-717,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
6525f55a-7c87-40db-afbb-b489a0577ea5,LUF-314,Isuzu,NQR,2018,Blanco,camion,6.3,423.2,False,SOA-840,2024-12-31,GPS-977,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
9e5fa7fe-e1e0-4dca-af1c-f9a8c4609495,ABQ-468,Isuzu,NQR,2018,Amarillo,camioneta,10.3,376.5,False,SOA-559,2024-12-31,GPS-257,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
a1dd50cb-4c59-4dd1-9772-a604c3a25740,VLJ-517,Mercedes-Benz,Actros,2023,Azul,camion,23.6,639.1,True,SOA-255,2024-12-31,GPS-976,True,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
4bf2c22b-4637-4da5-a794-e31363e139c4,RSA-761,Mitsubishi,Fuso,2021,Rojo,camion,17.8,334.2,True,SOA-550,2024-12-31,GPS-252,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
543ee15d-c4e2-4305-85ce-35e453de8bd1,DQW-064,Nissan,Frontier,2020,Rojo,camioneta,18.7,741.0,True,SOA-567,2024-12-31,GPS-832,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
614ce6b8-2473-4582-8e13-d959bd1ddcb5,ZEZ-292,Mercedes-Benz,Actros,2019,Blanco,camioneta,24.4,700.7,False,SOA-774,2024-12-31,GPS-227,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
b184de22-0354-4627-9d46-6928835d8c9f,AVI-296,Volvo,FH16,2022,Plata,camion,4.8,349.2,False,SOA-634,2024-12-31,GPS-681,False,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
ab8268ed-f8f5-4c16-9669-040ab975747f,VQK-229,Mercedes-Benz,Actros,2018,Blanco,camioneta,7.6,350.5,False,SOA-330,2024-12-31,GPS-187,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
0ceb78ee-b481-47d2-8b97-53f1ec5b46bb,ZDG-162,Hyundai,HD65,2021,Azul,camion,8.4,540.2,True,SOA-000,2024-12-31,GPS-890,True,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
2f1b0dd8-23ea-4785-b209-7aa15250a6e9,KGY-007,Chevrolet,S10,2023,Amarillo,camion,16.9,650.5,True,SOA-349,2024-12-31,GPS-857,True,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
ce3a67c6-cad5-4712-b51f-8c8ccf84d209,EGR-958,Volvo,FH16,2023,Plata,camioneta,14.5,541.9,True,SOA-860,2024-12-31,GPS-968,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
0f65bd3d-56cc-4e9d-aa36-7a8402a0c673,ADL-096,Volvo,FH16,2021,Plata,camion,7.4,554.3,False,SOA-186,2024-12-31,GPS-491,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
377a585d-3f13-462a-b366-217f986e1cfd,CIA-012,Toyota,Hilux,2022,Verde,camion,16.1,593.7,False,SOA-289,2024-12-31,GPS-965,False,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
93c1ad76-48b0-429e-97b4-852a957d3bf4,PSW-716,Chevrolet,S10,2018,Blanco,camioneta,23.1,297.0,False,SOA-877,2024-12-31,GPS-277,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
4948f02f-3043-433f-a1a3-88886cb2c26c,SGV-630,Mitsubishi,Fuso,2018,Negro,camion,8.0,389.0,False,SOA-017,2024-12-31,GPS-487,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
5ec4b275-15f4-41c7-8484-275f83af559a,OEE-244,Hyundai,HD65,2018,Blanco,camion,17.1,478.4,False,SOA-971,2024-12-31,GPS-427,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
933766d9-86b4-4279-a2b0-f2f1e43e83e2,QDJ-778,Toyota,Hilux,2018,Blanco,camion,5.9,730.5,False,SOA-335,2024-12-31,GPS-341,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
a9882c4c-3972-4e9d-b28a-b29d5e94da02,KRK-077,Mitsubishi,Fuso,2018,Gris,camioneta,20.5,337.9,True,SOA-556,2024-12-31,GPS-669,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
929fbf55-19e8-4e1b-b5fe-fee5fc8dec45,SST-748,Volvo,FH16,2021,Blanco,camion,6.3,375.9,False,SOA-376,2024-12-31,GPS-325,False,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
7e889a9f-6af2-48d7-acd5-3479834c3e2b,MGG-994,Hyundai,HD65,2022,Azul,camion,16.3,365.5,False,SOA-053,2024-12-31,GPS-187,False,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
a1ad1b68-1cb9-4d3d-8e60-dcb708f4756e,WPH-638,Mercedes-Benz,Actros,2019,Negro,camion,13.5,484.2,True,SOA-336,2024-12-31,GPS-763,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
5a228546-3d55-4cd1-8b8f-89b3c1640873,BAN-197,Hyundai,HD65,2019,Plata,camion,8.1,301.6,True,SOA-499,2024-12-31,GPS-683,False,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
4f5d661a-4c1c-4276-88e0-ed2baede4960,HUW-816,Ford,Ranger,2019,Negro,camioneta,15.0,742.3,True,SOA-283,2024-12-31,GPS-910,False,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
13565deb-68e7-4db7-9ad3-f751a466ff0e,WGM-686,Ford,Ranger,2021,Blanco,camion,24.7,79.5,True,SOA-400,2024-12-31,GPS-896,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
6af4917b-fb94-46b0-84da-bb6cfbf47f98,GTD-170,Ford,Ranger,2022,Amarillo,camioneta,11.6,656.5,False,SOA-312,2024-12-31,GPS-526,True,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
0d9647b1-e7b7-4e6c-8803-3ef7c5011359,BWV-954,Chevrolet,S10,2019,Azul,camioneta,10.9,726.0,False,SOA-253,2024-12-31,GPS-449,False,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
e07c0e9d-490a-436f-a185-0cd895eda40a,WBL-900,Mitsubishi,Fuso,2023,Amarillo,camioneta,11.5,622.6,True,SOA-815,2024-12-31,GPS-796,True,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
1cb7e681-c54b-457f-8439-61c26f8badb4,AJA-783,Hyundai,HD65,2019,Negro,camioneta,21.8,313.7,True,SOA-229,2024-12-31,GPS-977,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
50a7c886-5c8a-45b4-b929-59a2a45ba016,DCS-463,Hino,300,2022,Negro,camioneta,18.1,429.0,True,SOA-842,2024-12-31,GPS-133,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
63e5eda9-468e-42ca-93af-43571598b863,ZOL-841,Toyota,Hilux,2021,Azul,camioneta,19.8,98.4,True,SOA-305,2024-12-31,GPS-229,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
33727c42-bb91-4cfb-9b13-b4f08dcf2790,ZSN-973,Toyota,Hilux,2020,Rojo,camioneta,16.5,570.8,True,SOA-790,2024-12-31,GPS-197,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
1ba92f34-f2ea-4cde-b62d-b02411c867c2,HKF-041,Hyundai,HD65,2019,Gris,camioneta,8.6,437.0,False,SOA-994,2024-12-31,GPS-954,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
b17a9299-2d19-434d-a3a4-99bad3bf37de,ABE-439,Toyota,Hilux,2020,Azul,camion,20.4,692.7,True,SOA-190,2024-12-31,GPS-230,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
9b7dac9f-d54d-453e-955a-97ec10c4d69e,HLV-897,Hyundai,HD65,2021,Negro,camioneta,17.8,648.8,True,SOA-052,2024-12-31,GPS-442,False,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
b026dbde-5d53-42ba-a55c-acf59ade9f10,QEU-069,Volvo,FH16,2023,Amarillo,camion,11.4,168.8,True,SOA-659,2024-12-31,GPS-730,False,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
73297248-5a47-4b69-8d87-111b9f9655d1,PSA-701,Mercedes-Benz,Actros,2022,Amarillo,camioneta,22.6,768.9,True,SOA-097,2024-12-31,GPS-452,True,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
99dc5b87-8ff9-420a-9007-ed84c3035f31,WMP-895,Isuzu,NQR,2020,Rojo,camioneta,21.4,170.7,True,SOA-620,2024-12-31,GPS-580,False,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
09477045-1bfe-4825-8702-b898caada4dc,GWN-615,Chevrolet,S10,2019,Rojo,camioneta,20.2,347.5,False,SOA-239,2024-12-31,GPS-537,True,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
5406ebfa-df0d-4538-9013-17754d9c90d3,XPW-512,Toyota,Hilux,2021,Negro,camion,22.8,629.7,True,SOA-034,2024-12-31,GPS-581,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
8af373d9-56dd-48fd-8476-cd29fe3efe8f,PZG-212,Mitsubishi,Fuso,2021,Azul,camion,3.9,688.9,False,SOA-886,2024-12-31,GPS-146,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
e11d4e65-58c2-4c31-a01d-79a173396bf8,QOW-050,Toyota,Hilux,2021,Verde,camion,3.6,552.1,False,SOA-765,2024-12-31,GPS-821,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
dbbd5a48-c67a-42ab-aee3-47e7d6ba9adb,CFC-479,Ford,Ranger,2018,Verde,camioneta,17.2,83.7,False,SOA-813,2024-12-31,GPS-424,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
e8e0abdf-ad7d-4bee-ba5d-5ec661ab62ca,URO-023,Hyundai,HD65,2019,Azul,camion,8.3,436.7,True,SOA-045,2024-12-31,GPS-645,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
8c061884-8598-4bc7-81ee-3e1f07f89cba,UVQ-128,Ford,Ranger,2018,Negro,camioneta,3.2,404.6,False,SOA-730,2024-12-31,GPS-573,False,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
b4a34ddc-2bd9-4d2d-acf5-af916cafbdce,EMM-923,Hino,300,2020,Rojo,camion,5.8,626.0,True,SOA-398,2024-12-31,GPS-992,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
968713c2-c2a1-46ed-bd9b-e38922a790bf,AQY-550,Mitsubishi,Fuso,2018,Negro,camioneta,9.6,751.0,False,SOA-392,2024-12-31,GPS-972,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
fbd402d1-2e38-4a85-bf4c-d7c77b8d500f,WNS-253,Hino,300,2023,Plata,camioneta,21.7,769.0,True,SOA-284,2024-12-31,GPS-128,True,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
0e7df45d-e338-41aa-bca1-dc96906bd0ad,WAV-364,Hyundai,HD65,2019,Rojo,camion,17.0,227.0,True,SOA-507,2024-12-31,GPS-935,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
36fa0f6e-ada2-4481-b993-7b45248d99eb,KEL-037,Toyota,Hilux,2021,Negro,camioneta,10.6,249.5,True,SOA-295,2024-12-31,GPS-966,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
df664ca9-de8f-4011-9357-c53c321a6830,KYU-066,Hino,300,2022,Amarillo,camion,9.6,602.2,False,SOA-086,2024-12-31,GPS-482,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
68465cbf-0f92-4648-aa4c-075b7c1a1f3f,LNP-264,Hyundai,HD65,2022,Verde,camion,12.7,656.4,False,SOA-779,2024-12-31,GPS-566,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
