id_incidencia,id_monitoreo_ruta,tipo_incidencia,severidad,descripcion,estado_incidencia,fecha_registro
3b785814-cf7d-44b5-b9e3-b95435b2d4a6,a0f8dae5-9102-4c37-8b03-3ab3445b6808,clima_adverso,baja,Incidencia tipo clima_adverso con severidad baja,en_proceso,2025-04-24T22:26:29.812992
c3706ed0-14ee-40da-b222-cce492539e48,779236a3-4bde-4845-8e22-b649d840c69d,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,en_proceso,2025-04-24T22:26:29.812992
2d84899d-c3fe-4652-ba1e-bb76674bf9d7,6f648f0a-2c25-4b7b-b681-1228b2c8fb9b,desvio_ruta,baja,Incidencia tipo desvio_ruta con severidad baja,resuelta,2025-04-17T22:26:29.812992
df25b607-454e-49fd-a230-06ce936f27c3,ad67a925-4c02-410c-83f7-510c98701f88,otro,baja,Incidencia tipo otro con severidad baja,en_proceso,2025-04-16T22:26:29.812992
05f923d3-fad7-4841-861d-60a0fd6a9a4f,f31822cb-08ff-49d0-9fd5-70f931406477,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,resuelta,2025-04-28T22:26:29.812992
e6dde611-1bfa-4cd3-86ee-3f0d04542096,9349e488-214a-41e3-9eb6-31ca96d7a7eb,otro,alta,Incidencia tipo otro con severidad alta,pendiente,2025-04-19T22:26:29.812992
597f823d-3d0e-4c42-a46a-79ab59cf14c4,68a89407-1668-4332-84ca-aa1cbe42cf71,otro,media,Incidencia tipo otro con severidad media,en_proceso,2025-05-04T22:26:29.812992
e1806892-fb43-4005-826c-83afc0dfab98,591a56bf-d022-45e3-93f7-588cd0fb8a61,problema_temperatura,baja,Incidencia tipo problema_temperatura con severidad baja,resuelta,2025-04-24T22:26:29.812992
e8656741-22d3-4696-a237-ec4439e33433,bd00528f-c2df-44a5-b755-5684acae8e78,retraso,alta,Incidencia tipo retraso con severidad alta,resuelta,2025-04-14T22:26:29.812992
462ca803-ba4b-4f8d-b3b9-8609871fe839,619889d3-91c2-4d00-8314-8c4ed3ce1772,clima_adverso,alta,Incidencia tipo clima_adverso con severidad alta,resuelta,2025-04-05T22:26:29.812992
69016dd3-f62f-412b-9349-c9ff383559aa,118cd69c-e5cc-4328-bad6-8c380f7d9654,desvio_ruta,critica,Incidencia tipo desvio_ruta con severidad critica,en_proceso,2025-04-08T22:26:29.812992
8e345cc3-f9b3-46c6-bd9b-e0f838eef92a,76bbbdb9-99e2-4c3c-9535-8fc4010d49ad,desvio_ruta,alta,Incidencia tipo desvio_ruta con severidad alta,pendiente,2025-04-04T22:26:29.812992
6f45de2e-5beb-47d7-b71e-49874159956c,1e2a4ba7-30e3-4a4b-b010-a0f7eb4a17a5,problema_temperatura,alta,Incidencia tipo problema_temperatura con severidad alta,pendiente,2025-04-10T22:26:29.812992
8fc3b9da-5f95-4053-bc68-f49314f29477,e40aaefb-7717-4e84-ba3b-15eac6ad95f6,accidente,media,Incidencia tipo accidente con severidad media,resuelta,2025-04-16T22:26:29.812992
595bc510-f921-488f-9cc8-882287e9ce8d,1fc99e00-502e-40be-b7a3-f3d97024fc6a,retraso,critica,Incidencia tipo retraso con severidad critica,resuelta,2025-05-02T22:26:29.812992
194d50a6-db3d-4246-9ec6-82fd07dea8de,b513bcf7-15d4-42bf-8d80-2bfb74d3631a,problema_temperatura,baja,Incidencia tipo problema_temperatura con severidad baja,resuelta,2025-04-18T22:26:29.812992
5ed94107-fe1d-41c6-a558-e221da4fc301,d84f6cd8-261c-4c81-b6c9-55fd4b77bf4c,otro,alta,Incidencia tipo otro con severidad alta,pendiente,2025-04-28T22:26:29.812992
9d8e008c-1b57-48d5-b779-835767e6e529,0227498c-c381-43e1-9c8a-2c484e1486bb,problema_temperatura,baja,Incidencia tipo problema_temperatura con severidad baja,pendiente,2025-04-12T22:26:29.812992
9f731593-27fa-4a1e-a07f-bfe6debaf46a,aa949d53-e09f-4cc2-93fc-91046bacd810,clima_adverso,critica,Incidencia tipo clima_adverso con severidad critica,resuelta,2025-04-24T22:26:29.812992
3dc094c8-a08f-4f50-8d03-0266ee8279f6,07ab5e03-99f8-4b2d-9675-419b43fa5dc1,accidente,baja,Incidencia tipo accidente con severidad baja,en_proceso,2025-04-07T22:26:29.812992
91d56e38-9991-45ec-bcdf-a57e94380a16,9a84d981-877f-4f4e-b167-c44f4d3ec35f,problema_trafico,alta,Incidencia tipo problema_trafico con severidad alta,en_proceso,2025-04-04T22:26:29.812992
e2c8aafb-afda-47a1-9cdb-02d1b3e7b76f,476fcec7-5afe-4926-97c5-99a5bf6c3b00,accidente,baja,Incidencia tipo accidente con severidad baja,en_proceso,2025-04-29T22:26:29.812992
cfdf22e2-847a-4de3-9f45-57fba9b64497,4e4e177a-7169-4412-9af9-ff9d0d16e31f,problema_temperatura,alta,Incidencia tipo problema_temperatura con severidad alta,pendiente,2025-04-24T22:26:29.812992
12113953-d6f2-4b01-8aee-09ccaf76be27,7d9c3be8-cfcc-4a6a-b99f-ced1e8b6a5fd,retraso,baja,Incidencia tipo retraso con severidad baja,resuelta,2025-04-21T22:26:29.812992
9e3834b8-157d-48fe-a878-8a220857cfe3,e5524e3e-7ec1-421b-ad6c-e067b336b520,problema_trafico,media,Incidencia tipo problema_trafico con severidad media,pendiente,2025-04-19T22:26:29.812992
e1887ad6-8376-4caf-b7f0-ba431573cc31,0af34225-cc64-4f75-8fe2-9d02fe0d06e1,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,en_proceso,2025-04-23T22:26:29.812992
1cb26060-3b20-496a-b01a-199d4a5500af,57b3e4a0-5161-4b73-b561-3a11d330e622,desvio_ruta,baja,Incidencia tipo desvio_ruta con severidad baja,en_proceso,2025-05-02T22:26:29.812992
470d7ad4-6b9b-4813-ab8f-1f39faf21b22,f3d16583-3a89-44ee-acda-5d5ce42c2c08,apertura_no_autorizada,critica,Incidencia tipo apertura_no_autorizada con severidad critica,en_proceso,2025-04-22T22:26:29.812992
c11dda35-c4f4-4954-a95b-887f038765c9,edde534f-17a1-471d-96b5-39892224183a,problema_temperatura,alta,Incidencia tipo problema_temperatura con severidad alta,pendiente,2025-05-04T22:26:29.812992
255be519-8f41-4a4f-a1eb-e7d16a30994d,3dfae37e-e5a5-4c46-b437-f58a1658e9d7,problema_trafico,baja,Incidencia tipo problema_trafico con severidad baja,en_proceso,2025-04-14T22:26:29.812992
1e142a7c-7c79-4e16-8125-52f9993d98d1,99fbb9df-8e19-4871-81b3-ae65daecb6ff,averia_vehiculo,baja,Incidencia tipo averia_vehiculo con severidad baja,resuelta,2025-04-26T22:26:29.812992
8ef5c003-c3ee-480f-b490-0485f3ddca06,54014fd2-8ddc-45ff-a1dc-07c1e412e085,apertura_no_autorizada,critica,Incidencia tipo apertura_no_autorizada con severidad critica,resuelta,2025-04-10T22:26:29.812992
94893672-08a4-433c-8956-1e21a2ee845e,eff66a29-9933-48d3-8026-3016ac5b2305,retraso,media,Incidencia tipo retraso con severidad media,resuelta,2025-05-03T22:26:29.812992
f3acd7a6-ba06-4322-985f-c4a784d12cc3,d91c7be9-a11d-4dbd-9d31-125a44fe1c87,accidente,media,Incidencia tipo accidente con severidad media,en_proceso,2025-04-12T22:26:29.812992
f094dde8-27b2-4914-902a-6723b92f8c26,876bb2bc-5f2f-4398-90ca-a929a5340b31,otro,media,Incidencia tipo otro con severidad media,pendiente,2025-05-03T22:26:29.812992
f423aa9c-ae2e-4aac-a1b4-51acf68f2d38,63c60806-388f-40eb-9f04-abfd14d621fe,averia_vehiculo,baja,Incidencia tipo averia_vehiculo con severidad baja,en_proceso,2025-04-19T22:26:29.812992
d506898c-374d-4ad3-af58-7b355e74b609,fe843198-7029-43ad-8d9d-08005dfce114,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,pendiente,2025-04-14T22:26:29.812992
480dc9f1-cc27-4756-b419-a69ece75181d,3870510c-798b-4545-b540-c2003cde69c1,clima_adverso,critica,Incidencia tipo clima_adverso con severidad critica,pendiente,2025-04-25T22:26:29.812992
9e93acc7-6ce6-4d0b-aae0-ba50b34fac66,e253d5ed-f9c3-4fc1-8388-d95c94e463fb,desvio_ruta,media,Incidencia tipo desvio_ruta con severidad media,pendiente,2025-04-22T22:26:29.812992
55e12e75-8742-4a3c-a639-9a2312ac90c4,2e477fca-fa8f-44c2-ae8d-37b79c6fc0b6,otro,media,Incidencia tipo otro con severidad media,resuelta,2025-04-20T22:26:29.812992
a1fa60da-8785-445d-91da-1e22e0fee161,2c4963b7-b1a8-4f82-a30e-9eb75e86c9d1,retraso,alta,Incidencia tipo retraso con severidad alta,resuelta,2025-04-28T22:26:29.812992
b48ec849-9c52-4e27-a355-a22f6380660b,6f346e4f-9ef0-4678-beed-e46d3d60228f,accidente,media,Incidencia tipo accidente con severidad media,pendiente,2025-05-03T22:26:29.812992
33acd1d6-5cd5-4aa1-9470-41a90732c87d,105be39c-1536-4327-b34a-ace26e49c168,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,resuelta,2025-04-06T22:26:29.812992
0957a0d0-d82a-4e93-b597-845948a87338,101c2ac3-fa4b-4c75-91a3-a94b4d39764a,problema_temperatura,alta,Incidencia tipo problema_temperatura con severidad alta,pendiente,2025-05-02T22:26:29.812992
d24f321f-74cb-4b2b-92bf-c31908c5a517,47f9b63c-ddd8-421a-a94c-d441eb39ce74,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,resuelta,2025-04-11T22:26:29.812992
1ead5c3d-6634-45fb-8e9c-c018e74cc53c,cbf44bef-00c3-4941-ac20-98a24ee35d47,clima_adverso,alta,Incidencia tipo clima_adverso con severidad alta,resuelta,2025-04-17T22:26:29.812992
e08f3405-c211-4884-8ea7-5bf64f51bad5,b6188b8c-2bb5-424c-ba12-90f36921ef46,retraso,alta,Incidencia tipo retraso con severidad alta,pendiente,2025-04-10T22:26:29.812992
84337469-c4fc-4c07-a3b0-427bd9c11bad,a810a170-bf1d-4fa1-bbcc-b0ee03d7ca8e,accidente,alta,Incidencia tipo accidente con severidad alta,resuelta,2025-04-12T22:26:29.812992
9b727d1c-d2f9-435f-ad97-7063b3370e7f,a026d93d-7651-49dd-9062-1876d9b31185,apertura_no_autorizada,critica,Incidencia tipo apertura_no_autorizada con severidad critica,resuelta,2025-04-24T22:26:29.812992
b82d019f-1bf1-47bd-b92e-2fcc80212376,159f9c7c-6e2b-4c07-ab6d-5332e372e255,problema_trafico,baja,Incidencia tipo problema_trafico con severidad baja,pendiente,2025-04-09T22:26:29.812992
2979a466-226c-4185-bb8e-edb259e522ef,0622323f-4930-4b52-b3ac-2012384494bd,apertura_no_autorizada,critica,Incidencia tipo apertura_no_autorizada con severidad critica,en_proceso,2025-04-06T22:26:29.812992
0534ea1f-2ab1-4a80-853e-f196d03955b5,3e389ca3-f1f6-405d-9e3a-b9d02ff052df,accidente,critica,Incidencia tipo accidente con severidad critica,en_proceso,2025-04-18T22:26:29.812992
f1feea43-39e7-43a4-ac31-d0eb74dc2508,cd169a6d-d41c-407d-a15e-3e13b0814882,otro,baja,Incidencia tipo otro con severidad baja,en_proceso,2025-04-25T22:26:29.812992
045ede0b-97e9-45a6-8c4b-c4efa5d4bc96,349365e3-41e1-4d09-afd9-6dfd07f4a8ad,apertura_no_autorizada,baja,Incidencia tipo apertura_no_autorizada con severidad baja,en_proceso,2025-04-19T22:26:29.812992
bd6ca5e6-5c28-4428-ad80-ccfef38f40d4,94ea5ce6-1f7f-4b0e-a964-c1a633c96954,clima_adverso,baja,Incidencia tipo clima_adverso con severidad baja,resuelta,2025-04-24T22:26:29.812992
7e76cf41-87e7-46a9-8a35-263271157851,8f679d3f-d2d8-4020-8d4d-e6e4c7152d96,otro,media,Incidencia tipo otro con severidad media,pendiente,2025-04-23T22:26:29.812992
a9d89a86-519b-4b15-bb6e-5bf39ede55af,271a8fc8-be32-4c71-87d9-76f389337c6f,retraso,media,Incidencia tipo retraso con severidad media,resuelta,2025-04-28T22:26:29.812992
b6b92b0b-5c11-427d-ae5f-8ee56e155133,5d1c4001-9305-4509-87d8-e227ef1fb36b,accidente,baja,Incidencia tipo accidente con severidad baja,en_proceso,2025-04-24T22:26:29.812992
7d378b44-b8df-40d1-bd2c-6d9ff3735e12,8fb9b7a9-cf8d-4d37-9c12-b44b425303e9,accidente,critica,Incidencia tipo accidente con severidad critica,en_proceso,2025-04-23T22:26:29.812992
4a9fad02-8711-4fb5-a31d-600cdce06183,040c136e-655f-490c-a82e-39432632a779,otro,critica,Incidencia tipo otro con severidad critica,resuelta,2025-04-25T22:26:29.812992
36a19c93-08d1-45d9-9bdb-2bc50924026c,4544a653-c821-40a9-9504-bf59962fdf25,otro,alta,Incidencia tipo otro con severidad alta,en_proceso,2025-04-15T22:26:29.812992
e4f9d111-4d7c-4efd-932c-d317bc55c737,17f23d7b-d9c9-457e-95f0-db9f94dfbad1,problema_trafico,baja,Incidencia tipo problema_trafico con severidad baja,en_proceso,2025-04-10T22:26:29.812992
dc9dd5b3-2c82-475d-b7f3-8b7ea28a50d8,02ad32ff-3a71-48ab-b1b8-3df32cf7c393,desvio_ruta,baja,Incidencia tipo desvio_ruta con severidad baja,resuelta,2025-05-03T22:26:29.812992
e2ef4507-7789-4844-bc7d-12906dd07073,6a94937e-957a-45cc-a8a7-b9d04481845c,problema_trafico,media,Incidencia tipo problema_trafico con severidad media,en_proceso,2025-04-13T22:26:29.812992
1999291c-bfee-4afc-98ea-4f7e391a39a6,23e2cd79-2b76-4e1a-b273-225471011f2b,accidente,critica,Incidencia tipo accidente con severidad critica,pendiente,2025-04-09T22:26:29.812992
770e7bc4-9afa-4032-a6e6-df3d4e1fcc80,83712978-8a6a-4efd-8b98-a30b936d1b5a,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,pendiente,2025-05-01T22:26:29.812992
7d4b5445-3d07-48f7-b689-2787f2675029,d7c730d0-9e17-4e5a-95bd-9775ea792621,problema_temperatura,baja,Incidencia tipo problema_temperatura con severidad baja,resuelta,2025-04-05T22:26:29.812992
2f1da068-a461-43dd-986a-138258f27b70,811c5171-0976-418a-b3ef-ff6eea0d9eb4,desvio_ruta,critica,Incidencia tipo desvio_ruta con severidad critica,en_proceso,2025-04-17T22:26:29.812992
6b5ed87b-46f5-4b48-9839-bf30af160086,c20002ff-6879-4638-97d8-1d3361f797fa,otro,critica,Incidencia tipo otro con severidad critica,pendiente,2025-04-10T22:26:29.812992
bd8c48f5-bbc2-4984-88ec-6f089974d8bd,5385e1f1-16ac-4068-a9bb-30515dae17ce,retraso,alta,Incidencia tipo retraso con severidad alta,pendiente,2025-04-11T22:26:29.812992
45eebb1a-b4a4-49a1-85a6-fbf520524d3a,0348cddc-fb21-4075-9da5-29b039e70b5d,apertura_no_autorizada,media,Incidencia tipo apertura_no_autorizada con severidad media,en_proceso,2025-04-08T22:26:29.812992
202e4fc2-7849-4138-ba3c-ad3304a65020,e441188b-523f-45de-8c99-1e528a2fdfa2,apertura_no_autorizada,media,Incidencia tipo apertura_no_autorizada con severidad media,pendiente,2025-04-30T22:26:29.812992
d5475e38-7155-4daa-b183-d0e9226041a0,706cc46f-3e5b-4c86-884a-b332ca92a4e3,accidente,critica,Incidencia tipo accidente con severidad critica,pendiente,2025-04-27T22:26:29.812992
99a4eb78-0999-44c7-9f9a-d35974a30c68,60a9d108-f314-423b-ad88-902662849c70,problema_trafico,alta,Incidencia tipo problema_trafico con severidad alta,en_proceso,2025-04-09T22:26:29.812992
99514595-b3f9-4257-b586-0e3348467d92,b5be7943-6728-429d-915b-a6380cbfb801,desvio_ruta,media,Incidencia tipo desvio_ruta con severidad media,resuelta,2025-04-21T22:26:29.812992
ec0d3a95-40bc-4b09-8e75-5aba77928dd1,6eb3c55c-154a-4bb5-a182-74b2e11dbddf,problema_temperatura,baja,Incidencia tipo problema_temperatura con severidad baja,resuelta,2025-04-15T22:26:29.812992
f9582e3b-e373-47ba-ad97-008a09539e83,c444d57b-19b5-47ed-8181-c593687237f0,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,resuelta,2025-04-30T22:26:29.812992
9852b06b-86c1-4045-bc68-8b0466ea4c50,801b5fb5-e079-47ed-8258-58efed435bdd,accidente,alta,Incidencia tipo accidente con severidad alta,en_proceso,2025-04-13T22:26:29.812992
04550d78-b4ee-4938-9777-1f00f6d71217,9e5c5ce1-59e6-481f-86e6-6e76a727f069,accidente,media,Incidencia tipo accidente con severidad media,resuelta,2025-04-29T22:26:29.812992
468010d9-e06a-4e8a-96fd-b95c3be0c8f9,be81f6a1-6126-4e8d-ae80-07a16fa4c1b9,retraso,baja,Incidencia tipo retraso con severidad baja,en_proceso,2025-04-16T22:26:29.812992
c3c96418-e612-466e-8d31-9a9abd4ca020,a80e6f03-af5b-4a43-bb4b-c634fb7886b9,retraso,alta,Incidencia tipo retraso con severidad alta,resuelta,2025-04-18T22:26:29.812992
d712f948-cb5f-4b5c-a047-dcf1a0602c8a,99186652-94a6-4cbd-a74d-189e2f8775d4,problema_trafico,media,Incidencia tipo problema_trafico con severidad media,en_proceso,2025-04-06T22:26:29.812992
6473e65e-169c-498b-865d-02788be79d0e,68c442c7-76b0-49a3-876d-07373ed04ca7,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,en_proceso,2025-04-30T22:26:29.812992
7e48758a-d469-4a64-9d73-fdad4e4a94dd,a5a67d09-cb13-483d-8c50-b7a4c1781de5,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,pendiente,2025-04-28T22:26:29.812992
5398125f-cf7c-4355-9b34-769a4fa26cd1,05695bf1-20f2-4d7e-8203-5c85b88d824f,clima_adverso,media,Incidencia tipo clima_adverso con severidad media,resuelta,2025-04-12T22:26:29.812992
8e60008f-6d33-410c-98e2-b088575ff24d,5da99165-5246-475f-b7ad-844386252c1c,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,resuelta,2025-04-23T22:26:29.812992
9000b7d5-590e-479b-953d-2c1ed88466f7,a20f896b-a8a3-4d2d-9f69-c919ca0054bf,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,resuelta,2025-04-26T22:26:29.812992
6cb2ed76-0e03-4aa9-904e-bb95a1ed2419,4d2740e4-96c6-4386-b232-1fc8652623ea,retraso,media,Incidencia tipo retraso con severidad media,en_proceso,2025-04-09T22:26:29.812992
8f9b399a-4f3c-4ffe-a1ac-268511593e0e,9a533201-a590-4ee9-8c61-6915ca876024,otro,baja,Incidencia tipo otro con severidad baja,resuelta,2025-04-17T22:26:29.812992
c2843d92-3776-42d0-a1c1-773cc8dd0551,ef0641ae-1cf6-41c7-98fc-20bc5429200f,accidente,critica,Incidencia tipo accidente con severidad critica,en_proceso,2025-05-04T22:26:29.812992
fc976789-1212-4189-abbb-3a38ef2af97d,5ecaa8e5-5411-49ac-9b5b-3433c08b4961,apertura_no_autorizada,critica,Incidencia tipo apertura_no_autorizada con severidad critica,resuelta,2025-04-16T22:26:29.813991
88ef7ea1-72b9-45e7-a36f-503d6da8b8e4,020fc623-4c1f-4965-9ab7-2f50bf999d29,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,en_proceso,2025-04-07T22:26:29.813991
fec70079-5561-4f59-9a7e-14c6447b0eac,3bb48987-ee70-4c3f-bb61-900c01725881,desvio_ruta,media,Incidencia tipo desvio_ruta con severidad media,en_proceso,2025-05-01T22:26:29.813991
97583d1a-426b-4f8c-865a-07c172fcc890,0ad82888-ad21-4524-b1dd-b24ff0134205,accidente,baja,Incidencia tipo accidente con severidad baja,en_proceso,2025-04-16T22:26:29.813991
d5cf8aae-ed62-44e0-afa2-b0b634858721,dd177d1c-87c4-4d36-8efe-30f88c9293f5,problema_trafico,alta,Incidencia tipo problema_trafico con severidad alta,resuelta,2025-04-14T22:26:29.813991
2370aa59-88e7-4dfa-834a-99d835239b55,a947d45c-0369-45eb-ba08-2cb64a37a786,retraso,alta,Incidencia tipo retraso con severidad alta,resuelta,2025-04-24T22:26:29.813991
3d274399-c0a9-4b7b-a18c-573d39d43574,6dee01e6-b4c3-4d40-8a5a-f34bb984b4e5,retraso,alta,Incidencia tipo retraso con severidad alta,pendiente,2025-04-09T22:26:29.813991
de44a8db-8d91-4aee-aab4-ff67bbfb242c,0eb6dda2-571d-46a3-b758-17b12e57d860,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,pendiente,2025-04-28T22:26:29.813991
ae51cd01-c758-4ad4-8b14-b31034287ae7,89ee5b2e-b42b-46a6-9a2e-711d4fe22c7f,otro,alta,Incidencia tipo otro con severidad alta,en_proceso,2025-05-02T22:26:29.813991
ee7c86ec-e483-41cc-a824-1441f11d610d,3d26783b-52ef-42bd-8761-58c2b2af3277,otro,alta,Incidencia tipo otro con severidad alta,en_proceso,2025-04-05T22:26:29.813991
e52a02bc-2813-46cd-919b-f6dc709b4c13,8cb9c6f4-7ab1-4085-acb0-c616242d8215,clima_adverso,media,Incidencia tipo clima_adverso con severidad media,pendiente,2025-04-09T22:26:29.813991
c6ddb773-bdf2-4f5e-9ace-88acfcb8fafb,5399a765-1bbc-43ad-871c-09c5e521d3b4,clima_adverso,alta,Incidencia tipo clima_adverso con severidad alta,resuelta,2025-04-06T22:26:29.813991
fd653ad4-5db6-41b8-94ce-f766dd36711e,4e9092f1-8f29-4ec8-b3e2-e3505f5e43fe,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,resuelta,2025-04-06T22:26:29.813991
b61e45f9-7c48-433e-9cae-fc0b7a397154,2f3e83a6-6df1-429c-8842-e7f50861aea3,apertura_no_autorizada,critica,Incidencia tipo apertura_no_autorizada con severidad critica,pendiente,2025-04-16T22:26:29.813991
e32fcad0-20ec-42d4-9a5d-09552568a3e1,7e55d1b1-efe1-4a47-923c-dec4a20f1c31,problema_trafico,media,Incidencia tipo problema_trafico con severidad media,resuelta,2025-04-24T22:26:29.813991
3edfe4e9-8bfc-4153-8e9b-d45e8692adc1,2476cd48-e6f5-4c7d-8ef3-2c7fdc0c38f3,averia_vehiculo,alta,Incidencia tipo averia_vehiculo con severidad alta,resuelta,2025-04-06T22:26:29.813991
c11a5220-5984-466f-bc38-62daf4e966df,b4a51e1d-d2b3-40f9-9103-0b7c24590b77,clima_adverso,alta,Incidencia tipo clima_adverso con severidad alta,en_proceso,2025-04-29T22:26:29.813991
509ac6ae-8573-447f-a501-e11788a6c4aa,09691c7f-6901-42da-85ee-f790f3fe0f2f,retraso,baja,Incidencia tipo retraso con severidad baja,en_proceso,2025-04-07T22:26:29.813991
722a741c-d3b2-4b8c-9af7-e0d0c5c80951,65009e87-4343-474b-8125-3a1027927079,otro,media,Incidencia tipo otro con severidad media,resuelta,2025-04-30T22:26:29.813991
2ea84b7e-5efc-4134-83cc-149cb44d6662,50532b57-3add-47d9-99a1-924bc46a4005,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,pendiente,2025-04-21T22:26:29.813991
e33b3feb-05ed-432d-a3fd-ae974cc948f2,3ab0def4-ad6b-4091-b9ad-891c357258fc,problema_temperatura,baja,Incidencia tipo problema_temperatura con severidad baja,pendiente,2025-04-16T22:26:29.813991
2c1d65d9-8da2-408a-b50d-441a7343bb78,b941ae59-0893-4622-b1f6-2d15241ea087,problema_trafico,alta,Incidencia tipo problema_trafico con severidad alta,pendiente,2025-05-01T22:26:29.813991
781aff76-7f37-47b7-ba4b-1fa836c06fcb,6719bf70-2255-403d-b90e-e8ad1562ffe7,clima_adverso,baja,Incidencia tipo clima_adverso con severidad baja,resuelta,2025-04-08T22:26:29.813991
f2941f5c-95e6-4840-8e73-4876ed8e2dae,f5bf5f30-a777-4d67-8a48-738a0b5e39c9,accidente,media,Incidencia tipo accidente con severidad media,pendiente,2025-04-10T22:26:29.813991
ab8db3ab-908a-483c-9810-35a9fbce7b7c,3ec3f9ac-c921-4923-98e4-f406eeeab9d9,clima_adverso,baja,Incidencia tipo clima_adverso con severidad baja,en_proceso,2025-04-20T22:26:29.813991
a8cad434-6c18-4632-89fc-9aeaa6399e2d,eb9b09a0-d792-4fa7-b428-21a47544c670,apertura_no_autorizada,alta,Incidencia tipo apertura_no_autorizada con severidad alta,pendiente,2025-04-29T22:26:29.813991
ddccfd2d-65f7-4a51-aaf4-5a1b77fc51ad,0bac496e-0774-4131-bce9-21d298cfdcaf,otro,alta,Incidencia tipo otro con severidad alta,resuelta,2025-04-30T22:26:29.813991
